gel2_I_2_5mm3	gel2_I_2_5mm3	gel2_I_2_5mm3	
Force	Distance	Time	
g	mm	sec	

4.79438	1.952	254.855	
4.79228	1.952	254.86	
4.81121	1.952	254.865	
4.81121	1.952	254.87	
4.76283	1.952	254.875	
4.77755	1.952	254.88	
4.81332	1.952	254.885	
4.82804	1.952	254.89	
4.82173	1.952	254.895	
4.83015	1.952	254.9	
4.83856	1.951	254.905	
4.81542	1.951	254.91	
4.746	1.951	254.915	
4.72917	1.951	254.92	
4.78807	1.951	254.925	
4.79438	1.951	254.93	
4.78386	1.951	254.935	
4.79438	1.951	254.94	
4.84066	1.951	254.945	
4.83856	1.951	254.95	
4.78807	1.951	254.955	
4.78807	1.951	254.96	
4.80069	1.951	254.965	
4.77335	1.951	254.97	
4.7481	1.951	254.975	
4.7502	1.951	254.98	
4.77755	1.951	254.985	
4.76703	1.951	254.99	
4.75231	1.951	254.995	
4.76072	1.951	255	
4.77966	1.95	255.005	
4.76914	1.95	255.01	
4.72286	1.95	255.015	
4.72496	1.95	255.02	
4.79228	1.95	255.025	
4.80069	1.95	255.03	
4.78176	1.95	255.035	
4.79649	1.95	255.04	
4.85329	1.95	255.045	
4.84066	1.95	255.05	
4.78807	1.95	255.055	
4.75862	1.95	255.06	
4.77124	1.95	255.065	
4.75652	1.95	255.07	
4.72917	1.95	255.075	
4.73969	1.95	255.08	
4.78807	1.95	255.085	
4.80069	1.95	255.09	
4.76493	1.95	255.095	
4.76914	1.95	255.1	
4.77966	1.949	255.105	
4.73548	1.949	255.11	
4.6934	1.949	255.115	
4.70182	1.949	255.12	
4.79018	1.949	255.125	
4.83646	1.949	255.13	
4.79438	1.949	255.135	
4.807	1.949	255.14	
4.83435	1.949	255.145	
4.79228	1.949	255.15	
4.71444	1.949	255.155	
4.6913	1.949	255.16	
4.73548	1.949	255.165	
4.75231	1.949	255.17	
4.73127	1.949	255.175	
4.7502	1.949	255.18	
4.79228	1.949	255.185	
4.8028	1.949	255.19	
4.77124	1.949	255.195	
4.78176	1.949	255.2	
4.81332	1.948	255.205	
4.80911	1.948	255.21	
4.73127	1.948	255.215	
4.71865	1.948	255.22	
4.75862	1.948	255.225	
4.75441	1.948	255.23	
4.67868	1.948	255.235	
4.65764	1.948	255.24	
4.72706	1.948	255.245	
4.77755	1.948	255.25	
4.75652	1.948	255.255	
4.78176	1.948	255.26	
4.80911	1.948	255.265	
4.77545	1.948	255.27	
4.72917	1.948	255.275	
4.6934	1.948	255.28	
4.71654	1.948	255.285	
4.76072	1.948	255.29	
4.76703	1.948	255.295	
4.78597	1.948	255.3	
4.83015	1.947	255.305	
4.79018	1.947	255.31	
4.67657	1.947	255.315	
4.63871	1.947	255.32	
4.68709	1.947	255.325	
4.72286	1.947	255.33	
4.70603	1.947	255.335	
4.74179	1.947	255.34	
4.81542	1.947	255.345	
4.84698	1.947	255.35	
4.77966	1.947	255.355	
4.75862	1.947	255.36	
4.76072	1.947	255.365	
4.71444	1.947	255.37	
4.6934	1.947	255.375	
4.70603	1.947	255.38	
4.77755	1.947	255.385	
4.79649	1.947	255.39	
4.77966	1.947	255.395	
4.77755	1.947	255.4	
4.77124	1.946	255.405	
4.73969	1.946	255.41	
4.66606	1.946	255.415	
4.63029	1.946	255.42	
4.70392	1.946	255.425	
4.73758	1.946	255.43	
4.71654	1.946	255.435	
4.70392	1.946	255.44	
4.75652	1.946	255.445	
4.77545	1.946	255.45	
4.75231	1.946	255.455	
4.73127	1.946	255.46	
4.74389	1.946	255.465	
4.73548	1.946	255.47	
4.71234	1.946	255.475	
4.72496	1.946	255.48	
4.7481	1.946	255.485	
4.75231	1.946	255.49	
4.74389	1.946	255.495	
4.76493	1.946	255.5	
4.75441	1.945	255.505	
4.71865	1.945	255.51	
4.66395	1.945	255.515	
4.67657	1.945	255.52	
4.73548	1.945	255.525	
4.75231	1.945	255.53	
4.73127	1.945	255.535	
4.71234	1.945	255.54	
4.7502	1.945	255.545	
4.72496	1.945	255.55	
4.6934	1.945	255.555	
4.68499	1.945	255.56	
4.70813	1.945	255.565	
4.72706	1.945	255.57	
4.71865	1.945	255.575	
4.73127	1.945	255.58	
4.7481	1.945	255.585	
4.72706	1.945	255.59	
4.71654	1.945	255.595	
4.71234	1.945	255.6	
4.73969	1.944	255.605	
4.72917	1.944	255.61	
4.69761	1.944	255.615	
4.71865	1.944	255.62	
4.77755	1.944	255.625	
4.77545	1.944	255.63	
4.70392	1.944	255.635	
4.68499	1.944	255.64	
4.71023	1.944	255.645	
4.70182	1.944	255.65	
4.68078	1.944	255.655	
4.6913	1.944	255.66	
4.72075	1.944	255.665	
4.73758	1.944	255.67	
4.69761	1.944	255.675	
4.69761	1.944	255.68	
4.72286	1.944	255.685	
4.71654	1.944	255.69	
4.72496	1.944	255.695	
4.76493	1.944	255.7	
4.76283	1.943	255.705	
4.73758	1.943	255.71	
4.65554	1.943	255.715	
4.62819	1.943	255.72	
4.67447	1.943	255.725	
4.67868	1.943	255.73	
4.65554	1.943	255.735	
4.6913	1.943	255.74	
4.74389	1.943	255.745	
4.73337	1.943	255.75	
4.68709	1.943	255.755	
4.67657	1.943	255.76	
4.72075	1.943	255.765	
4.70392	1.943	255.77	
4.70392	1.943	255.775	
4.73969	1.943	255.78	
4.77966	1.943	255.785	
4.79438	1.943	255.79	
4.76493	1.943	255.795	
4.75231	1.943	255.8	
4.71654	1.942	255.805	
4.67026	1.942	255.81	
4.58191	1.942	255.815	
4.57139	1.942	255.82	
4.65764	1.942	255.825	
4.70392	1.942	255.83	
4.69972	1.942	255.835	
4.72706	1.942	255.84	
4.76914	1.942	255.845	
4.74179	1.942	255.85	
4.67026	1.942	255.855	
4.65554	1.942	255.86	
4.65343	1.942	255.865	
4.65764	1.942	255.87	
4.65343	1.942	255.875	
4.6892	1.942	255.88	
4.73758	1.942	255.885	
4.73969	1.942	255.89	
4.70603	1.942	255.895	
4.68289	1.942	255.9	
4.70182	1.941	255.905	
4.65133	1.941	255.91	
4.5777	1.941	255.915	
4.59453	1.941	255.92	
4.69972	1.941	255.925	
4.73127	1.941	255.93	
4.67868	1.941	255.935	
4.67447	1.941	255.94	
4.71654	1.941	255.945	
4.70182	1.941	255.95	
4.62188	1.941	255.955	
4.6366	1.941	255.96	
4.68709	1.941	255.965	
4.6892	1.941	255.97	
4.67657	1.941	255.975	
4.68499	1.941	255.98	
4.70603	1.941	255.985	
4.71654	1.941	255.99	
4.68078	1.941	255.995	
4.68709	1.941	256	
4.72075	1.94	256.005	
4.69551	1.94	256.01	
4.61136	1.94	256.015	
4.59032	1.94	256.02	
4.65133	1.94	256.025	
4.65343	1.94	256.03	
4.58191	1.94	256.035	
4.58822	1.94	256.04	
4.66816	1.94	256.045	
4.6934	1.94	256.05	
4.67868	1.94	256.055	
4.6892	1.94	256.06	
4.71865	1.94	256.065	
4.68709	1.94	256.07	
4.61767	1.94	256.075	
4.60715	1.94	256.08	
4.65133	1.94	256.085	
4.66816	1.94	256.09	
4.68078	1.94	256.095	
4.71865	1.94	256.1	
4.76072	1.939	256.105	
4.71234	1.939	256.11	
4.61136	1.939	256.115	
4.57139	1.939	256.12	
4.62608	1.939	256.125	
4.64291	1.939	256.13	
4.60926	1.939	256.135	
4.64712	1.939	256.14	
4.72075	1.939	256.145	
4.6913	1.939	256.15	
4.6366	1.939	256.155	
4.60294	1.939	256.16	
4.62819	1.939	256.165	
4.61767	1.939	256.17	
4.60715	1.939	256.175	
4.6324	1.939	256.18	
4.6934	1.939	256.185	
4.71444	1.939	256.19	
4.70392	1.939	256.195	
4.70813	1.939	256.2	
4.72917	1.938	256.205	
4.68499	1.938	256.21	
4.59243	1.938	256.215	
4.5798	1.938	256.22	
4.64923	1.938	256.225	
4.67026	1.938	256.23	
4.62819	1.938	256.235	
4.62608	1.938	256.24	
4.65974	1.938	256.245	
4.65764	1.938	256.25	
4.60294	1.938	256.255	
4.60084	1.938	256.26	
4.64923	1.938	256.265	
4.66185	1.938	256.27	
4.67657	1.938	256.275	
4.67237	1.938	256.28	
4.71023	1.938	256.285	
4.6934	1.938	256.29	
4.65554	1.938	256.295	
4.6324	1.938	256.3	
4.61767	1.937	256.305	
4.6324	1.937	256.31	
4.56928	1.937	256.315	
4.5798	1.937	256.32	
4.65554	1.937	256.325	
4.67237	1.937	256.33	
4.60505	1.937	256.335	
4.60715	1.937	256.34	
4.64923	1.937	256.345	
4.62608	1.937	256.35	
4.61767	1.937	256.355	
4.6366	1.937	256.36	
4.69761	1.937	256.365	
4.70392	1.937	256.37	
4.65974	1.937	256.375	
4.6366	1.937	256.38	
4.65554	1.937	256.385	
4.64923	1.937	256.39	
4.60294	1.937	256.395	
4.60084	1.937	256.4	
4.6324	1.936	256.405	
4.63029	1.936	256.41	
4.56928	1.936	256.415	
4.55035	1.936	256.42	
4.61136	1.936	256.425	
4.63029	1.936	256.43	
4.58401	1.936	256.435	
4.58611	1.936	256.44	
4.65133	1.936	256.445	
4.66395	1.936	256.45	
4.63029	1.936	256.455	
4.6324	1.936	256.46	
4.69551	1.936	256.465	
4.67237	1.936	256.47	
4.62608	1.936	256.475	
4.60294	1.936	256.48	
4.61977	1.936	256.485	
4.61557	1.936	256.49	
4.57349	1.936	256.495	
4.58611	1.936	256.5	
4.65133	1.935	256.505	
4.65133	1.935	256.51	
4.59874	1.935	256.515	
4.56508	1.935	256.52	
4.61767	1.935	256.525	
4.62819	1.935	256.53	
4.5756	1.935	256.535	
4.56508	1.935	256.54	
4.61136	1.935	256.545	
4.64081	1.935	256.55	
4.59243	1.935	256.555	
4.5798	1.935	256.56	
4.60084	1.935	256.565	
4.61557	1.935	256.57	
4.5798	1.935	256.575	
4.58401	1.935	256.58	
4.63029	1.935	256.585	
4.63871	1.935	256.59	
4.61977	1.935	256.595	
4.61346	1.935	256.6	
4.61767	1.934	256.605	
4.59032	1.934	256.61	
4.5209	1.934	256.615	
4.5188	1.934	256.62	
4.60084	1.934	256.625	
4.62819	1.934	256.63	
4.58611	1.934	256.635	
4.58611	1.934	256.64	
4.62819	1.934	256.645	
4.65974	1.934	256.65	
4.59663	1.934	256.655	
4.60715	1.934	256.66	
4.6324	1.934	256.665	
4.61557	1.934	256.67	
4.58401	1.934	256.675	
4.5756	1.934	256.68	
4.62188	1.934	256.685	
4.62819	1.934	256.69	
4.59243	1.934	256.695	
4.58191	1.934	256.7	
4.60505	1.933	256.705	
4.58401	1.933	256.71	
4.55035	1.933	256.715	
4.54614	1.933	256.72	
4.58191	1.933	256.725	
4.60294	1.933	256.73	
4.59243	1.933	256.735	
4.60084	1.933	256.74	
4.62398	1.933	256.745	
4.61136	1.933	256.75	
4.58822	1.933	256.755	
4.56928	1.933	256.76	
4.58822	1.933	256.765	
4.56928	1.933	256.77	
4.523	1.933	256.775	
4.55245	1.933	256.78	
4.59453	1.933	256.785	
4.62188	1.933	256.79	
4.63029	1.933	256.795	
4.64081	1.933	256.8	
4.6366	1.932	256.805	
4.60084	1.932	256.81	
4.51669	1.932	256.815	
4.48303	1.932	256.82	
4.523	1.932	256.825	
4.56928	1.932	256.83	
4.56087	1.932	256.835	
4.59243	1.932	256.84	
4.6345	1.932	256.845	
4.64291	1.932	256.85	
4.59453	1.932	256.855	
4.57139	1.932	256.86	
4.5756	1.932	256.865	
4.56297	1.932	256.87	
4.53983	1.932	256.875	
4.55666	1.932	256.88	
4.61557	1.932	256.885	
4.58822	1.932	256.89	
4.58401	1.932	256.895	
4.59453	1.932	256.9	
4.59874	1.931	256.905	
4.54825	1.931	256.91	
4.48093	1.931	256.915	
4.47672	1.931	256.92	
4.55245	1.931	256.925	
4.58611	1.931	256.93	
4.59243	1.931	256.935	
4.63029	1.931	256.94	
4.65974	1.931	256.945	
4.6324	1.931	256.95	
4.56297	1.931	256.955	
4.54194	1.931	256.96	
4.5777	1.931	256.965	
4.55877	1.931	256.97	
4.55666	1.931	256.975	
4.60294	1.931	256.98	
4.64712	1.931	256.985	
4.6345	1.931	256.99	
4.5756	1.931	256.995	
4.56297	1.931	257	
4.56508	1.93	257.005	
4.53352	1.93	257.01	
4.48724	1.93	257.015	
4.50617	1.93	257.02	
4.59663	1.93	257.025	
4.6324	1.93	257.03	
4.58822	1.93	257.035	
4.58822	1.93	257.04	
4.60505	1.93	257.045	
4.56297	1.93	257.05	
4.53142	1.93	257.055	
4.52721	1.93	257.06	
4.5777	1.93	257.065	
4.55877	1.93	257.07	
4.55035	1.93	257.075	
4.56297	1.93	257.08	
4.60084	1.93	257.085	
4.5777	1.93	257.09	
4.53983	1.93	257.095	
4.54404	1.93	257.1	
4.56297	1.929	257.105	
4.55666	1.929	257.11	
4.5209	1.929	257.115	
4.51038	1.929	257.12	
4.60294	1.929	257.125	
4.59243	1.929	257.13	
4.52721	1.929	257.135	
4.51459	1.929	257.14	
4.53352	1.929	257.145	
4.55666	1.929	257.15	
4.53773	1.929	257.155	
4.5777	1.929	257.16	
4.62819	1.929	257.165	
4.60926	1.929	257.17	
4.53562	1.929	257.175	
4.51038	1.929	257.18	
4.53983	1.929	257.185	
4.55666	1.929	257.19	
4.54194	1.929	257.195	
4.58822	1.929	257.2	
4.62819	1.928	257.205	
4.59453	1.928	257.21	
4.49355	1.928	257.215	
4.43675	1.928	257.22	
4.49565	1.928	257.225	
4.51038	1.928	257.23	
4.47672	1.928	257.235	
4.51038	1.928	257.24	
4.60505	1.928	257.245	
4.64502	1.928	257.25	
4.58611	1.928	257.255	
4.55456	1.928	257.26	
4.55456	1.928	257.265	
4.52721	1.928	257.27	
4.45989	1.928	257.275	
4.45568	1.928	257.28	
4.49355	1.928	257.285	
4.53142	1.928	257.29	
4.52931	1.928	257.295	
4.57349	1.928	257.3	
4.61346	1.927	257.305	
4.58191	1.927	257.31	
4.49776	1.927	257.315	
4.47882	1.927	257.32	
4.54404	1.927	257.325	
4.55035	1.927	257.33	
4.50197	1.927	257.335	
4.49986	1.927	257.34	
4.56087	1.927	257.345	
4.56087	1.927	257.35	
4.50828	1.927	257.355	
4.49145	1.927	257.36	
4.5209	1.927	257.365	
4.53142	1.927	257.37	
4.51459	1.927	257.375	
4.53773	1.927	257.38	
4.59032	1.927	257.385	
4.58191	1.927	257.39	
4.51248	1.927	257.395	
4.51038	1.927	257.4	
4.52931	1.926	257.405	
4.50828	1.926	257.41	
4.45779	1.926	257.415	
4.46831	1.926	257.42	
4.55245	1.926	257.425	
4.59032	1.926	257.43	
4.5188	1.926	257.435	
4.51248	1.926	257.44	
4.54614	1.926	257.445	
4.55245	1.926	257.45	
4.50197	1.926	257.455	
4.48093	1.926	257.46	
4.49986	1.926	257.465	
4.48934	1.926	257.47	
4.4641	1.926	257.475	
4.50197	1.926	257.48	
4.55456	1.926	257.485	
4.56508	1.926	257.49	
4.54825	1.926	257.495	
4.52721	1.926	257.5	
4.54825	1.925	257.505	
4.51248	1.925	257.51	
4.44727	1.925	257.515	
4.44727	1.925	257.52	
4.54614	1.925	257.525	
4.58611	1.925	257.53	
4.53142	1.925	257.535	
4.49776	1.925	257.54	
4.52721	1.925	257.545	
4.50197	1.925	257.55	
4.46199	1.925	257.555	
4.4662	1.925	257.56	
4.55035	1.925	257.565	
4.57349	1.925	257.57	
4.55245	1.925	257.575	
4.53983	1.925	257.58	
4.56087	1.925	257.585	
4.53352	1.925	257.59	
4.48303	1.925	257.595	
4.47882	1.925	257.6	
4.50617	1.924	257.605	
4.50828	1.924	257.61	
4.46831	1.924	257.615	
4.46831	1.924	257.62	
4.53562	1.924	257.625	
4.54825	1.924	257.63	
4.48303	1.924	257.635	
4.45779	1.924	257.64	
4.48514	1.924	257.645	
4.47672	1.924	257.65	
4.43675	1.924	257.655	
4.45779	1.924	257.66	
4.54404	1.924	257.665	
4.57349	1.924	257.67	
4.59032	1.924	257.675	
4.55666	1.924	257.68	
4.53983	1.924	257.685	
4.50828	1.924	257.69	
4.44516	1.924	257.695	
4.42833	1.924	257.7	
4.45989	1.923	257.705	
4.47882	1.923	257.71	
4.47041	1.923	257.715	
4.49776	1.923	257.72	
4.56718	1.923	257.725	
4.55245	1.923	257.73	
4.48093	1.923	257.735	
4.45779	1.923	257.74	
4.48724	1.923	257.745	
4.49145	1.923	257.75	
4.44727	1.923	257.755	
4.45568	1.923	257.76	
4.50407	1.923	257.765	
4.5209	1.923	257.77	
4.49145	1.923	257.775	
4.47462	1.923	257.78	
4.51038	1.923	257.785	
4.51459	1.923	257.79	
4.51459	1.923	257.795	
4.52511	1.923	257.8	
4.53352	1.922	257.805	
4.5209	1.922	257.81	
4.42623	1.922	257.815	
4.40099	1.922	257.82	
4.44937	1.922	257.825	
4.47462	1.922	257.83	
4.44937	1.922	257.835	
4.46199	1.922	257.84	
4.523	1.922	257.845	
4.52931	1.922	257.85	
4.48093	1.922	257.855	
4.47041	1.922	257.86	
4.48303	1.922	257.865	
4.4641	1.922	257.87	
4.43885	1.922	257.875	
4.48724	1.922	257.88	
4.54404	1.922	257.885	
4.55035	1.922	257.89	
4.53352	1.922	257.895	
4.51459	1.922	257.9	
4.50407	1.921	257.905	
4.4641	1.921	257.91	
4.36312	1.921	257.915	
4.3547	1.921	257.92	
4.44727	1.921	257.925	
4.50617	1.921	257.93	
4.4662	1.921	257.935	
4.45568	1.921	257.94	
4.48093	1.921	257.945	
4.48514	1.921	257.95	
4.43044	1.921	257.955	
4.41782	1.921	257.96	
4.47041	1.921	257.965	
4.48934	1.921	257.97	
4.45568	1.921	257.975	
4.49355	1.921	257.98	
4.52511	1.921	257.985	
4.53352	1.921	257.99	
4.49355	1.921	257.995	
4.47041	1.921	258	
4.48934	1.92	258.005	
4.45358	1.92	258.01	
4.38205	1.92	258.015	
4.38416	1.92	258.02	
4.47251	1.92	258.025	
4.51038	1.92	258.03	
4.49145	1.92	258.035	
4.49776	1.92	258.04	
4.5209	1.92	258.045	
4.49355	1.92	258.05	
4.40519	1.92	258.055	
4.38416	1.92	258.06	
4.43675	1.92	258.065	
4.45568	1.92	258.07	
4.44727	1.92	258.075	
4.49565	1.92	258.08	
4.53562	1.92	258.085	
4.53983	1.92	258.09	
4.48934	1.92	258.095	
4.45568	1.92	258.1	
4.43885	1.919	258.105	
4.39888	1.919	258.11	
4.34208	1.919	258.115	
4.37364	1.919	258.12	
4.44937	1.919	258.125	
4.47041	1.919	258.13	
4.43885	1.919	258.135	
4.43465	1.919	258.14	
4.48934	1.919	258.145	
4.4641	1.919	258.15	
4.40309	1.919	258.155	
4.40099	1.919	258.16	
4.43885	1.919	258.165	
4.45779	1.919	258.17	
4.43254	1.919	258.175	
4.4641	1.919	258.18	
4.49565	1.919	258.185	
4.48934	1.919	258.19	
4.45779	1.919	258.195	
4.48303	1.919	258.2	
4.49776	1.918	258.205	
4.45148	1.918	258.21	
4.39257	1.918	258.215	
4.39468	1.918	258.22	
4.43465	1.918	258.225	
4.44306	1.918	258.23	
4.39888	1.918	258.235	
4.42413	1.918	258.24	
4.48303	1.918	258.245	
4.50197	1.918	258.25	
4.48724	1.918	258.255	
4.47882	1.918	258.26	
4.48303	1.918	258.265	
4.45989	1.918	258.27	
4.40099	1.918	258.275	
4.38205	1.918	258.28	
4.4073	1.918	258.285	
4.41782	1.918	258.29	
4.42623	1.918	258.295	
4.43675	1.918	258.3	
4.48934	1.917	258.305	
4.48724	1.917	258.31	
4.42202	1.917	258.315	
4.38626	1.917	258.32	
4.44306	1.917	258.325	
4.43885	1.917	258.33	
4.38836	1.917	258.335	
4.37574	1.917	258.34	
4.42623	1.917	258.345	
4.41571	1.917	258.35	
4.39257	1.917	258.355	
4.39468	1.917	258.36	
4.45148	1.917	258.365	
4.46831	1.917	258.37	
4.44516	1.917	258.375	
4.44306	1.917	258.38	
4.44937	1.917	258.385	
4.43465	1.917	258.39	
4.39888	1.917	258.395	
4.42202	1.917	258.4	
4.47251	1.916	258.405	
4.44516	1.916	258.41	
4.38626	1.916	258.415	
4.35891	1.916	258.42	
4.41361	1.916	258.425	
4.42833	1.916	258.43	
4.35891	1.916	258.435	
4.37995	1.916	258.44	
4.45148	1.916	258.445	
4.48093	1.916	258.45	
4.44306	1.916	258.455	
4.44096	1.916	258.46	
4.48303	1.916	258.465	
4.45148	1.916	258.47	
4.39888	1.916	258.475	
4.42202	1.916	258.48	
4.43675	1.916	258.485	
4.43675	1.916	258.49	
4.38626	1.916	258.495	
4.4073	1.916	258.5	
4.44727	1.915	258.505	
4.4094	1.915	258.51	
4.32946	1.915	258.515	
4.32105	1.915	258.52	
4.42413	1.915	258.525	
4.4662	1.915	258.53	
4.42833	1.915	258.535	
4.42623	1.915	258.54	
4.45989	1.915	258.545	
4.44937	1.915	258.55	
4.35891	1.915	258.555	
4.33787	1.915	258.56	
4.37995	1.915	258.565	
4.39678	1.915	258.57	
4.40309	1.915	258.575	
4.45779	1.915	258.58	
4.51459	1.915	258.585	
4.48934	1.915	258.59	
4.42413	1.915	258.595	
4.38626	1.915	258.6	
4.39888	1.914	258.605	
4.36943	1.914	258.61	
4.30632	1.914	258.615	
4.32315	1.914	258.62	
4.43675	1.914	258.625	
4.43465	1.914	258.63	
4.33367	1.914	258.635	
4.30422	1.914	258.64	
4.36522	1.914	258.645	
4.41361	1.914	258.65	
4.37574	1.914	258.655	
4.4094	1.914	258.66	
4.47462	1.914	258.665	
4.48093	1.914	258.67	
4.40309	1.914	258.675	
4.36943	1.914	258.68	
4.39678	1.914	258.685	
4.40099	1.914	258.69	
4.37995	1.914	258.695	
4.41151	1.914	258.7	
4.45989	1.913	258.705	
4.43465	1.913	258.71	
4.32315	1.913	258.715	
4.26635	1.913	258.72	
4.32736	1.913	258.725	
4.36102	1.913	258.73	
4.33156	1.913	258.735	
4.38205	1.913	258.74	
4.47672	1.913	258.745	
4.50197	1.913	258.75	
4.44306	1.913	258.755	
4.39047	1.913	258.76	
4.40309	1.913	258.765	
4.38416	1.913	258.77	
4.33156	1.913	258.775	
4.34419	1.913	258.78	
4.41361	1.913	258.785	
4.44727	1.913	258.79	
4.42413	1.913	258.795	
4.41571	1.913	258.8	
4.42413	1.912	258.805	
4.37574	1.912	258.81	
4.27897	1.912	258.815	
4.26214	1.912	258.82	
4.34839	1.912	258.825	
4.4073	1.912	258.83	
4.41151	1.912	258.835	
4.44096	1.912	258.84	
4.48093	1.912	258.845	
4.45779	1.912	258.85	
4.36943	1.912	258.855	
4.31684	1.912	258.86	
4.32105	1.912	258.865	
4.32315	1.912	258.87	
4.31684	1.912	258.875	
4.35891	1.912	258.88	
4.43675	1.912	258.885	
4.47462	1.912	258.89	
4.45989	1.912	258.895	
4.41782	1.912	258.9	
4.40099	1.911	258.905	
4.32525	1.911	258.91	
4.22007	1.911	258.915	
4.22007	1.911	258.92	
4.30211	1.911	258.925	
4.33787	1.911	258.93	
4.35681	1.911	258.935	
4.38836	1.911	258.94	
4.47462	1.911	258.945	
4.46199	1.911	258.95	
4.38205	1.911	258.955	
4.33577	1.911	258.96	
4.34419	1.911	258.965	
4.3505	1.911	258.97	
4.34839	1.911	258.975	
4.36943	1.911	258.98	
4.42833	1.911	258.985	
4.43254	1.911	258.99	
4.36522	1.911	258.995	
4.32946	1.911	259	
4.32315	1.91	259.005	
4.2958	1.91	259.01	
4.239	1.91	259.015	
4.27056	1.91	259.02	
4.38416	1.91	259.025	
4.44937	1.91	259.03	
4.41571	1.91	259.035	
4.38836	1.91	259.04	
4.43254	1.91	259.045	
4.41151	1.91	259.05	
4.3505	1.91	259.055	
4.33367	1.91	259.06	
4.37153	1.91	259.065	
4.38205	1.91	259.07	
4.34629	1.91	259.075	
4.34208	1.91	259.08	
4.37995	1.91	259.085	
4.36943	1.91	259.09	
4.32946	1.91	259.095	
4.34839	1.91	259.1	
4.39257	1.909	259.105	
4.39047	1.909	259.11	
4.31894	1.909	259.115	
4.30632	1.909	259.12	
4.36943	1.909	259.125	
4.35681	1.909	259.13	
4.2937	1.909	259.135	
4.30632	1.909	259.14	
4.38205	1.909	259.145	
4.39468	1.909	259.15	
4.36943	1.909	259.155	
4.35681	1.909	259.16	
4.39888	1.909	259.165	
4.39257	1.909	259.17	
4.33156	1.909	259.175	
4.31684	1.909	259.18	
4.34839	1.909	259.185	
4.35681	1.909	259.19	
4.34839	1.909	259.195	
4.36733	1.909	259.2	
4.40099	1.908	259.205	
4.38836	1.908	259.21	
4.2958	1.908	259.215	
4.25162	1.908	259.22	
4.28318	1.908	259.225	
4.31894	1.908	259.23	
4.28949	1.908	259.235	
4.32946	1.908	259.24	
4.4073	1.908	259.245	
4.44096	1.908	259.25	
4.37153	1.908	259.255	
4.35681	1.908	259.26	
4.37995	1.908	259.265	
4.35681	1.908	259.27	
4.30001	1.908	259.275	
4.30632	1.908	259.28	
4.3547	1.908	259.285	
4.36312	1.908	259.29	
4.31263	1.908	259.295	
4.2937	1.908	259.3	
4.31053	1.907	259.305	
4.31684	1.907	259.31	
4.25373	1.907	259.315	
4.24952	1.907	259.32	
4.3526	1.907	259.325	
4.39257	1.907	259.33	
4.36522	1.907	259.335	
4.37785	1.907	259.34	
4.43885	1.907	259.345	
4.41571	1.907	259.35	
4.36102	1.907	259.355	
4.30211	1.907	259.36	
4.32315	1.907	259.365	
4.29159	1.907	259.37	
4.26214	1.907	259.375	
4.28949	1.907	259.38	
4.34419	1.907	259.385	
4.33577	1.907	259.39	
4.31894	1.907	259.395	
4.31684	1.907	259.4	
4.35891	1.906	259.405	
4.33998	1.906	259.41	
4.27897	1.906	259.415	
4.28949	1.906	259.42	
4.38626	1.906	259.425	
4.4073	1.906	259.43	
4.35681	1.906	259.435	
4.31263	1.906	259.44	
4.34419	1.906	259.445	
4.30001	1.906	259.45	
4.2411	1.906	259.455	
4.24531	1.906	259.46	
4.28739	1.906	259.465	
4.32525	1.906	259.47	
4.32736	1.906	259.475	
4.36102	1.906	259.48	
4.41782	1.906	259.485	
4.39678	1.906	259.49	
4.35891	1.906	259.495	
4.33577	1.906	259.5	
4.32946	1.905	259.505	
4.31473	1.905	259.51	
4.22217	1.905	259.515	
4.20744	1.905	259.52	
4.27687	1.905	259.525	
4.30632	1.905	259.53	
4.28318	1.905	259.535	
4.32105	1.905	259.54	
4.39257	1.905	259.545	
4.39257	1.905	259.55	
4.33156	1.905	259.555	
4.31473	1.905	259.56	
4.33998	1.905	259.565	
4.31053	1.905	259.57	
4.25793	1.905	259.575	
4.27266	1.905	259.58	
4.32315	1.905	259.585	
4.32315	1.905	259.59	
4.30211	1.905	259.595	
4.2979	1.905	259.6	
4.2979	1.904	259.605	
4.2411	1.904	259.61	
4.16958	1.904	259.615	
4.16537	1.904	259.62	
4.28739	1.904	259.625	
4.37364	1.904	259.63	
4.36522	1.904	259.635	
4.37785	1.904	259.64	
4.41151	1.904	259.645	
4.36522	1.904	259.65	
4.26424	1.904	259.655	
4.22638	1.904	259.66	
4.23479	1.904	259.665	
4.26214	1.904	259.67	
4.26635	1.904	259.675	
4.31473	1.904	259.68	
4.34839	1.904	259.685	
4.32315	1.904	259.69	
4.27687	1.904	259.695	
4.26424	1.904	259.7	
4.27266	1.903	259.705	
4.26214	1.903	259.71	
4.24741	1.903	259.715	
4.26424	1.903	259.72	
4.36943	1.903	259.725	
4.4094	1.903	259.73	
4.32946	1.903	259.735	
4.28739	1.903	259.74	
4.27687	1.903	259.745	
4.24531	1.903	259.75	
4.1801	1.903	259.755	
4.1843	1.903	259.76	
4.26424	1.903	259.765	
4.30842	1.903	259.77	
4.31894	1.903	259.775	
4.33156	1.903	259.78	
4.37574	1.903	259.785	
4.37364	1.903	259.79	
4.33156	1.903	259.795	
4.30422	1.903	259.8	
4.28107	1.902	259.805	
4.2411	1.902	259.81	
4.15485	1.902	259.815	
4.16747	1.902	259.82	
4.26635	1.902	259.825	
4.31684	1.902	259.83	
