gel2_I_2_5mm3	gel2_I_2_5mm3	gel2_I_2_5mm3	
Force	Distance	Time	
g	mm	sec	

-0.0673191	0.315	418.535	
-0.241928	0.315	418.54	
-0.0736303	0.315	418.545	
0.134638	0.315	418.55	
0.0315558	0.315	418.555	
-0.115705	0.315	418.56	
0.0315558	0.315	418.565	
0.174609	0.315	418.57	
0.0231409	0.315	418.575	
-0.168298	0.315	418.58	
-0.0778377	0.315	418.585	
0.0736303	0.315	418.59	
-0.0399707	0.315	418.595	
-0.193542	0.315	418.6	
-0.0673191	0.314	418.605	
0.117808	0.314	418.61	
-0.0568005	0.314	418.615	
-0.262965	0.314	418.62	
-0.105186	0.314	418.625	
0.0883563	0.314	418.63	
-0.0462819	0.314	418.635	
-0.206165	0.314	418.64	
-0.0252447	0.314	418.645	
0.189335	0.314	418.65	
0.0799414	0.314	418.655	
-0.119912	0.314	418.66	
0	0.314	418.665	
0.153572	0.314	418.67	
-0.00420744	0.314	418.675	
-0.227202	0.314	418.68	
-0.10729	0.314	418.685	
0.09046	0.314	418.69	
-0.0252447	0.314	418.695	
-0.201957	0.314	418.7	
-0.0883563	0.313	418.705	
0.0946675	0.313	418.71	
-0.075734	0.313	418.715	
-0.277691	0.313	418.72	
-0.0967712	0.313	418.725	
0.12412	0.313	418.73	
0.0273484	0.313	418.735	
-0.151468	0.313	418.74	
0.0168298	0.313	418.745	
0.212476	0.313	418.75	
0.0420744	0.313	418.755	
-0.216683	0.313	418.76	
-0.109394	0.313	418.765	
0.075734	0.313	418.77	
-0.0441782	0.313	418.775	
-0.233513	0.313	418.78	
-0.09046	0.313	418.785	
0.138846	0.313	418.79	
0.0420744	0.313	418.795	
-0.161987	0.313	418.8	
-0.0736303	0.312	418.805	
0.0946675	0.312	418.81	
-0.0589042	0.312	418.815	
-0.248239	0.312	418.82	
-0.0568005	0.312	418.825	
0.16409	0.312	418.83	
0.0441782	0.312	418.835	
-0.172505	0.312	418.84	
-0.0504893	0.312	418.845	
0.122016	0.312	418.85	
-0.0105186	0.312	418.855	
-0.227202	0.312	418.86	
-0.09046	0.312	418.865	
0.140949	0.312	418.87	
0.0483856	0.312	418.875	
-0.132534	0.312	418.88	
-0.0504893	0.312	418.885	
0.105186	0.312	418.89	
-0.0399707	0.312	418.895	
-0.252447	0.312	418.9	
-0.136742	0.311	418.905	
0.0631117	0.311	418.91	
0	0.311	418.915	
-0.187231	0.311	418.92	
-0.0462819	0.311	418.925	
0.140949	0.311	418.93	
0.00631117	0.311	418.935	
-0.212476	0.311	418.94	
-0.109394	0.311	418.945	
0.115705	0.311	418.95	
0.0610079	0.311	418.955	
-0.0715266	0.311	418.96	
0.0504893	0.311	418.965	
0.235617	0.311	418.97	
0.0883563	0.311	418.975	
-0.168298	0.311	418.98	
-0.166194	0.311	418.985	
-0.037867	0.311	418.99	
-0.147261	0.311	418.995	
-0.296625	0.311	419	
-0.159883	0.31	419.005	
0.0357633	0.31	419.01	
-0.0694228	0.31	419.015	
-0.248239	0.31	419.02	
-0.136742	0.31	419.025	
0.0736303	0.31	419.03	
-0.0357633	0.31	419.035	
-0.193542	0.31	419.04	
-0.0420744	0.31	419.045	
0.170401	0.31	419.05	
0.0546968	0.31	419.055	
-0.155675	0.31	419.06	
-0.0946675	0.31	419.065	
0.0778377	0.31	419.07	
-0.0357633	0.31	419.075	
-0.212476	0.31	419.08	
-0.0883563	0.31	419.085	
0.122016	0.31	419.09	
0.0504893	0.31	419.095	
-0.0925638	0.31	419.1	
-0.0168298	0.309	419.105	
0.105186	0.309	419.11	
-0.0441782	0.309	419.115	
-0.244032	0.309	419.12	
-0.103082	0.309	419.125	
0.109394	0.309	419.13	
0.0147261	0.309	419.135	
-0.12412	0.309	419.14	
-0.00210372	0.309	419.145	
0.185128	0.309	419.15	
0.037867	0.309	419.155	
-0.159883	0.309	419.16	
-0.0883563	0.309	419.165	
0.0799414	0.309	419.17	
-0.00841489	0.309	419.175	
-0.183024	0.309	419.18	
-0.0736303	0.309	419.185	
0.0988749	0.309	419.19	
0.0168298	0.309	419.195	
-0.161987	0.309	419.2	
-0.115705	0.308	419.205	
0.0126223	0.308	419.21	
-0.12412	0.308	419.215	
-0.292417	0.308	419.22	
-0.130431	0.308	419.225	
0.0946675	0.308	419.23	
0.00841489	0.308	419.235	
-0.149364	0.308	419.24	
-0.0105186	0.308	419.245	
0.174609	0.308	419.25	
0.0315558	0.308	419.255	
-0.161987	0.308	419.26	
-0.0673191	0.308	419.265	
0.0799414	0.308	419.27	
-0.0294521	0.308	419.275	
-0.206165	0.308	419.28	
-0.0799414	0.308	419.285	
0.0988749	0.308	419.29	
0.0210372	0.308	419.295	
-0.168298	0.308	419.3	
-0.0736303	0.307	419.305	
0.0546968	0.307	419.31	
-0.0967712	0.307	419.315	
-0.277691	0.307	419.32	
-0.10729	0.307	419.325	
0.109394	0.307	419.33	
0.0147261	0.307	419.335	
-0.149364	0.307	419.34	
-0.0126223	0.307	419.345	
0.168298	0.307	419.35	
0.0315558	0.307	419.355	
-0.189335	0.307	419.36	
-0.0967712	0.307	419.365	
0.0883563	0.307	419.37	
-0.00841489	0.307	419.375	
-0.185128	0.307	419.38	
-0.0652154	0.307	419.385	
0.105186	0.307	419.39	
0.0189335	0.307	419.395	
-0.157779	0.307	419.4	
-0.0841489	0.306	419.405	
0.0715266	0.306	419.41	
-0.075734	0.306	419.415	
-0.244032	0.306	419.42	
-0.0736303	0.306	419.425	
0.130431	0.306	419.43	
-0.00841489	0.306	419.435	
-0.187231	0.306	419.44	
-0.0462819	0.306	419.445	
0.122016	0.306	419.45	
-0.0168298	0.306	419.455	
-0.204061	0.306	419.46	
-0.0652154	0.306	419.465	
0.149364	0.306	419.47	
0.0504893	0.306	419.475	
-0.136742	0.306	419.48	
-0.037867	0.306	419.485	
0.109394	0.306	419.49	
-0.0273484	0.306	419.495	
-0.237721	0.306	419.5	
-0.149364	0.305	419.505	
0.0189335	0.305	419.51	
-0.09046	0.305	419.515	
-0.220891	0.305	419.52	
-0.0273484	0.305	419.525	
0.187231	0.305	419.53	
0.0799414	0.305	419.535	
-0.119912	0.305	419.54	
-0.0168298	0.305	419.545	
0.151468	0.305	419.55	
0	0.305	419.555	
-0.193542	0.305	419.56	
-0.0525931	0.305	419.565	
0.159883	0.305	419.57	
0.0357633	0.305	419.575	
-0.161987	0.305	419.58	
-0.0652154	0.305	419.585	
0.0820452	0.305	419.59	
-0.0546968	0.305	419.595	
-0.218787	0.305	419.6	
-0.100979	0.304	419.605	
0.0820452	0.304	419.61	
-0.0294521	0.304	419.615	
-0.204061	0.304	419.62	
-0.0546968	0.304	419.625	
0.117808	0.304	419.63	
-0.00631117	0.304	419.635	
-0.191439	0.304	419.64	
-0.0589042	0.304	419.645	
0.157779	0.304	419.65	
0.0441782	0.304	419.655	
-0.134638	0.304	419.66	
-0.0231409	0.304	419.665	
0.132534	0.304	419.67	
-0.00420744	0.304	419.675	
-0.229306	0.304	419.68	
-0.130431	0.304	419.685	
0.0546968	0.304	419.69	
-0.0231409	0.304	419.695	
-0.159883	0.304	419.7	
-0.0399707	0.303	419.705	
0.126223	0.303	419.71	
-0.00420744	0.303	419.715	
-0.227202	0.303	419.72	
-0.111497	0.303	419.725	
0.0673191	0.303	419.73	
-0.0273484	0.303	419.735	
-0.195646	0.303	419.74	
-0.0357633	0.303	419.745	
0.183024	0.303	419.75	
0.0925638	0.303	419.755	
-0.115705	0.303	419.76	
-0.037867	0.303	419.765	
0.105186	0.303	419.77	
-0.0399707	0.303	419.775	
-0.210372	0.303	419.78	
-0.109394	0.303	419.785	
0.0988749	0.303	419.79	
0.0357633	0.303	419.795	
-0.130431	0.303	419.8	
-0.0694228	0.302	419.805	
0.0504893	0.302	419.81	
-0.100979	0.302	419.815	
-0.284002	0.302	419.82	
-0.134638	0.302	419.825	
0.09046	0.302	419.83	
0.0168298	0.302	419.835	
-0.12412	0.302	419.84	
0.0441782	0.302	419.845	
0.208268	0.302	419.85	
0.0715266	0.302	419.855	
-0.138846	0.302	419.86	
-0.0820452	0.302	419.865	
0.0631117	0.302	419.87	
-0.0210372	0.302	419.875	
-0.189335	0.302	419.88	
-0.0546968	0.302	419.885	
0.140949	0.302	419.89	
0.037867	0.302	419.895	
-0.147261	0.302	419.9	
-0.0925638	0.301	419.905	
0.0126223	0.301	419.91	
-0.122016	0.301	419.915	
-0.294521	0.301	419.92	
-0.0967712	0.301	419.925	
0.128327	0.301	419.93	
0.0231409	0.301	419.935	
-0.145157	0.301	419.94	
-0.0105186	0.301	419.945	
0.183024	0.301	419.95	
0.0252447	0.301	419.955	
-0.178816	0.301	419.96	
-0.0841489	0.301	419.965	
0.0715266	0.301	419.97	
-0.0210372	0.301	419.975	
-0.225098	0.301	419.98	
-0.103082	0.301	419.985	
0.115705	0.301	419.99	
0.00631117	0.301	419.995	
-0.170401	0.301	420	
-0.0799414	0.3	420.005	
0.0694228	0.3	420.01	
-0.0799414	0.3	420.015	
-0.252447	0.3	420.02	
-0.0862526	0.3	420.025	
0.143053	0.3	420.03	
0.0210372	0.3	420.035	
-0.16409	0.3	420.04	
-0.0441782	0.3	420.045	
0.136742	0.3	420.05	
-0.0126223	0.3	420.055	
-0.206165	0.3	420.06	
-0.0820452	0.3	420.065	
0.119912	0.3	420.07	
0.0126223	0.3	420.075	
-0.170401	0.3	420.08	
-0.0525931	0.3	420.085	
0.126223	0.3	420.09	
0.00420744	0.3	420.095	
-0.193542	0.3	420.1	
-0.100979	0.299	420.105	
0.0631117	0.299	420.11	
-0.0589042	0.299	420.115	
-0.222995	0.299	420.12	
-0.0862526	0.299	420.125	
0.105186	0.299	420.13	
-0.00210372	0.299	420.135	
-0.183024	0.299	420.14	
-0.037867	0.299	420.145	
0.140949	0.299	420.15	
0.037867	0.299	420.155	
-0.130431	0.299	420.16	
-0.0231409	0.299	420.165	
0.138846	0.299	420.17	
0.0126223	0.299	420.175	
-0.185128	0.299	420.18	
-0.100979	0.299	420.185	
0.0525931	0.299	420.19	
-0.0231409	0.299	420.195	
-0.172505	0.299	420.2	
-0.0525931	0.298	420.205	
0.122016	0.298	420.21	
-0.0399707	0.298	420.215	
-0.248239	0.298	420.22	
-0.130431	0.298	420.225	
0.0589042	0.298	420.23	
-0.0441782	0.298	420.235	
-0.187231	0.298	420.24	
-0.0231409	0.298	420.245	
0.199854	0.298	420.25	
0.105186	0.298	420.255	
-0.100979	0.298	420.26	
-0.0357633	0.298	420.265	
0.0925638	0.298	420.27	
-0.0357633	0.298	420.275	
-0.206165	0.298	420.28	
-0.0988749	0.298	420.285	
0.0673191	0.298	420.29	
-0.0210372	0.298	420.295	
-0.172505	0.298	420.3	
-0.0778377	0.297	420.305	
0.0546968	0.297	420.31	
-0.0736303	0.297	420.315	
-0.281899	0.297	420.32	
-0.134638	0.297	420.325	
0.0736303	0.297	420.33	
0.0189335	0.297	420.335	
-0.151468	0.297	420.34	
0.00210372	0.297	420.345	
0.178816	0.297	420.35	
0.0673191	0.297	420.355	
-0.155675	0.297	420.36	
-0.0799414	0.297	420.365	
0.0504893	0.297	420.37	
-0.0694228	0.297	420.375	
-0.21458	0.297	420.38	
-0.0946675	0.297	420.385	
0.0883563	0.297	420.39	
0.0105186	0.297	420.395	
-0.174609	0.297	420.4	
-0.0820452	0.296	420.405	
0.0336596	0.296	420.41	
-0.115705	0.296	420.415	
-0.275588	0.296	420.42	
-0.09046	0.296	420.425	
0.140949	0.296	420.43	
0.0462819	0.296	420.435	
-0.100979	0.296	420.44	
0.0210372	0.296	420.445	
0.16409	0.296	420.45	
-0.0126223	0.296	420.455	
-0.239824	0.296	420.46	
-0.138846	0.296	420.465	
0.0504893	0.296	420.47	
-0.00631117	0.296	420.475	
-0.149364	0.296	420.48	
-0.0168298	0.296	420.485	
0.159883	0.296	420.49	
0.0252447	0.296	420.495	
-0.189335	0.296	420.5	
-0.119912	0.295	420.505	
0.0126223	0.295	420.51	
-0.128327	0.295	420.515	
-0.277691	0.295	420.52	
-0.0883563	0.295	420.525	
0.140949	0.295	420.53	
0.00631117	0.295	420.535	
-0.18092	0.295	420.54	
-0.0631117	0.295	420.545	
0.10729	0.295	420.55	
-0.0504893	0.295	420.555	
-0.210372	0.295	420.56	
-0.0694228	0.295	420.565	
0.147261	0.295	420.57	
0.0315558	0.295	420.575	
-0.138846	0.295	420.58	
-0.0441782	0.295	420.585	
0.119912	0.295	420.59	
-0.0294521	0.295	420.595	
-0.225098	0.295	420.6	
-0.119912	0.294	420.605	
0.0610079	0.294	420.61	
-0.0841489	0.294	420.615	
-0.246135	0.294	420.62	
-0.0631117	0.294	420.625	
0.151468	0.294	420.63	
-0.00210372	0.294	420.635	
-0.210372	0.294	420.64	
-0.0673191	0.294	420.645	
0.170401	0.294	420.65	
0.0610079	0.294	420.655	
-0.136742	0.294	420.66	
0.00631117	0.294	420.665	
0.183024	0.294	420.67	
0.0294521	0.294	420.675	
-0.191439	0.294	420.68	
-0.0820452	0.294	420.685	
0.0862526	0.294	420.69	
-0.0399707	0.294	420.695	
-0.239824	0.294	420.7	
-0.109394	0.293	420.705	
0.0946675	0.293	420.71	
-0.0315558	0.293	420.715	
-0.225098	0.293	420.72	
-0.0525931	0.293	420.725	
0.183024	0.293	420.73	
0.00420744	0.293	420.735	
-0.187231	0.293	420.74	
-0.0652154	0.293	420.745	
0.155675	0.293	420.75	
0.0294521	0.293	420.755	
-0.189335	0.293	420.76	
-0.0568005	0.293	420.765	
0.12412	0.293	420.77	
-0.0189335	0.293	420.775	
-0.239824	0.293	420.78	
-0.128327	0.293	420.785	
0.0862526	0.293	420.79	
0.00210372	0.293	420.795	
-0.187231	0.293	420.8	
-0.0736303	0.292	420.805	
0.10729	0.292	420.81	
-0.0294521	0.292	420.815	
-0.235617	0.292	420.82	
-0.0883563	0.292	420.825	
0.134638	0.292	420.83	
0.0210372	0.292	420.835	
-0.168298	0.292	420.84	
-0.0504893	0.292	420.845	
0.161987	0.292	420.85	
0.0610079	0.292	420.855	
-0.166194	0.292	420.86	
-0.09046	0.292	420.865	
0.105186	0.292	420.87	
-0.0336596	0.292	420.875	
-0.233513	0.292	420.88	
-0.128327	0.292	420.885	
0.0841489	0.292	420.89	
0.0126223	0.292	420.895	
-0.176713	0.292	420.9	
-0.0925638	0.291	420.905	
0.0736303	0.291	420.91	
-0.0441782	0.291	420.915	
-0.252447	0.291	420.92	
-0.143053	0.291	420.925	
0.0778377	0.291	420.93	
-0.00420744	0.291	420.935	
-0.149364	0.291	420.94	
-0.0252447	0.291	420.945	
0.189335	0.291	420.95	
0.0441782	0.291	420.955	
-0.170401	0.291	420.96	
-0.100979	0.291	420.965	
0.0736303	0.291	420.97	
-0.0357633	0.291	420.975	
-0.201957	0.291	420.98	
-0.0946675	0.291	420.985	
0.115705	0.291	420.99	
0.0589042	0.291	420.995	
-0.128327	0.291	421	
-0.0799414	0.29	421.005	
0.0441782	0.29	421.01	
-0.0736303	0.29	421.015	
-0.25455	0.29	421.02	
-0.115705	0.29	421.025	
0.0841489	0.29	421.03	
0.0147261	0.29	421.035	
-0.115705	0.29	421.04	
-0.00210372	0.29	421.045	
0.161987	0.29	421.05	
0.0441782	0.29	421.055	
-0.18092	0.29	421.06	
-0.128327	0.29	421.065	
0.0420744	0.29	421.07	
-0.0399707	0.29	421.075	
-0.191439	0.29	421.08	
-0.0736303	0.29	421.085	
0.111497	0.29	421.09	
0.0315558	0.29	421.095	
-0.155675	0.29	421.1	
-0.0967712	0.289	421.105	
0.0441782	0.289	421.11	
-0.0820452	0.289	421.115	
-0.246135	0.289	421.12	
-0.0883563	0.289	421.125	
0.119912	0.289	421.13	
0.0589042	0.289	421.135	
-0.113601	0.289	421.14	
-0.0357633	0.289	421.145	
0.109394	0.289	421.15	
-0.0231409	0.289	421.155	
-0.204061	0.289	421.16	
-0.10729	0.289	421.165	
0.0652154	0.289	421.17	
-0.0210372	0.289	421.175	
-0.157779	0.289	421.18	
-0.0589042	0.289	421.185	
0.10729	0.289	421.19	
-0.00420744	0.289	421.195	
-0.185128	0.289	421.2	
-0.111497	0.288	421.205	
0.0168298	0.288	421.21	
-0.0862526	0.288	421.215	
-0.241928	0.288	421.22	
-0.0736303	0.288	421.225	
0.143053	0.288	421.23	
0.0483856	0.288	421.235	
-0.119912	0.288	421.24	
-0.00631117	0.288	421.245	
0.147261	0.288	421.25	
0.037867	0.288	421.255	
-0.143053	0.288	421.26	
-0.0252447	0.288	421.265	
0.103082	0.288	421.27	
-0.0504893	0.288	421.275	
-0.256654	0.288	421.28	
-0.172505	0.288	421.285	
-0.0252447	0.288	421.29	
-0.103082	0.288	421.295	
-0.206165	0.288	421.3	
-0.0357633	0.287	421.305	
0.143053	0.287	421.31	
0.0441782	0.287	421.315	
-0.0967712	0.287	421.32	
0.0694228	0.287	421.325	
0.220891	0.287	421.33	
0.0336596	0.287	421.335	
-0.161987	0.287	421.34	
-0.0483856	0.287	421.345	
0.111497	0.287	421.35	
-0.0294521	0.287	421.355	
-0.227202	0.287	421.36	
-0.140949	0.287	421.365	
0.0105186	0.287	421.37	
-0.105186	0.287	421.375	
-0.260862	0.287	421.38	
-0.122016	0.287	421.385	
0.0673191	0.287	421.39	
-0.00631117	0.287	421.395	
-0.119912	0.287	421.4	
0.0126223	0.286	421.405	
0.168298	0.286	421.41	
-0.0147261	0.286	421.415	
-0.195646	0.286	421.42	
-0.0315558	0.286	421.425	
0.151468	0.286	421.43	
0.0420744	0.286	421.435	
-0.111497	0.286	421.44	
0.0105186	0.286	421.445	
0.161987	0.286	421.45	
-0.0252447	0.286	421.455	
-0.256654	0.286	421.46	
-0.172505	0.286	421.465	
-0.0252447	0.286	421.47	
-0.126223	0.286	421.475	
-0.229306	0.286	421.48	
-0.0273484	0.286	421.485	
0.206165	0.286	421.49	
0.100979	0.286	421.495	
-0.0778377	0.286	421.5	
-0.0105186	0.285	421.505	
0.0820452	0.285	421.51	
-0.0946675	0.285	421.515	
-0.241928	0.285	421.52	
-0.0357633	0.285	421.525	
0.166194	0.285	421.53	
0.0357633	0.285	421.535	
-0.132534	0.285	421.54	
-0.0294521	0.285	421.545	
0.09046	0.285	421.55	
-0.111497	0.285	421.555	
-0.319766	0.285	421.56	
-0.145157	0.285	421.565	
0.0462819	0.285	421.57	
-0.0336596	0.285	421.575	
-0.157779	0.285	421.58	
-0.00210372	0.285	421.585	
0.191439	0.285	421.59	
0.0673191	0.285	421.595	
-0.109394	0.285	421.6	
-0.0189335	0.284	421.605	
0.143053	0.284	421.61	
-0.037867	0.284	421.615	
-0.216683	0.284	421.62	
-0.0631117	0.284	421.625	
0.119912	0.284	421.63	
-0.037867	0.284	421.635	
-0.231409	0.284	421.64	
-0.103082	0.284	421.645	
0.0568005	0.284	421.65	
-0.10729	0.284	421.655	
-0.273484	0.284	421.66	
-0.136742	0.284	421.665	
0.0483856	0.284	421.67	
-0.0294521	0.284	421.675	
-0.170401	0.284	421.68	
0.00210372	0.284	421.685	
0.199854	0.284	421.69	
0.0883563	0.284	421.695	
-0.0967712	0.284	421.7	
-0.0168298	0.283	421.705	
0.0946675	0.283	421.71	
-0.0841489	0.283	421.715	
-0.309247	0.283	421.72	
-0.157779	0.283	421.725	
0.0589042	0.283	421.73	
-0.0483856	0.283	421.735	
-0.220891	0.283	421.74	
-0.0652154	0.283	421.745	
0.134638	0.283	421.75	
-0.00210372	0.283	421.755	
-0.206165	0.283	421.76	
-0.0883563	0.283	421.765	
0.0946675	0.283	421.77	
0	0.283	421.775	
-0.155675	0.283	421.78	
-0.00210372	0.283	421.785	
0.172505	0.283	421.79	
0.0252447	0.283	421.795	
-0.191439	0.283	421.8	
-0.100979	0.282	421.805	
0.075734	0.282	421.81	
-0.0652154	0.282	421.815	
-0.25455	0.282	421.82	
-0.075734	0.282	421.825	
0.126223	0.282	421.83	
-0.00210372	0.282	421.835	
-0.201957	0.282	421.84	
-0.0652154	0.282	421.845	
0.132534	0.282	421.85	
0.00631117	0.282	421.855	
-0.151468	0.282	421.86	
-0.0315558	0.282	421.865	
0.161987	0.282	421.87	
0.0126223	0.282	421.875	
-0.189335	0.282	421.88	
-0.0715266	0.282	421.885	
0.10729	0.282	421.89	
0.00841489	0.282	421.895	
-0.185128	0.282	421.9	
-0.0568005	0.281	421.905	
0.117808	0.281	421.91	
-0.0105186	0.281	421.915	
-0.227202	0.281	421.92	
-0.0925638	0.281	421.925	
0.100979	0.281	421.93	
-0.0189335	0.281	421.935	
-0.248239	0.281	421.94	
-0.105186	0.281	421.945	
0.115705	0.281	421.95	
0.00841489	0.281	421.955	
-0.178816	0.281	421.96	
-0.0525931	0.281	421.965	
0.16409	0.281	421.97	
0.0420744	0.281	421.975	
-0.157779	0.281	421.98	
-0.0546968	0.281	421.985	
0.166194	0.281	421.99	
0.0483856	0.281	421.995	
-0.147261	0.281	422	
-0.0841489	0.28	422.005	
0.09046	0.28	422.01	
-0.0610079	0.28	422.015	
-0.267173	0.28	422.02	
-0.128327	0.28	422.025	
0.0967712	0.28	422.03	
-0.0294521	0.28	422.035	
-0.187231	0.28	422.04	
-0.0589042	0.28	422.045	
0.159883	0.28	422.05	
0.0483856	0.28	422.055	
-0.16409	0.28	422.06	
-0.0631117	0.28	422.065	
0.159883	0.28	422.07	
0.0294521	0.28	422.075	
-0.183024	0.28	422.08	
-0.111497	0.28	422.085	
0.0988749	0.28	422.09	
0.00420744	0.28	422.095	
-0.185128	0.28	422.1	
-0.0946675	0.279	422.105	
0.0841489	0.279	422.11	
-0.0589042	0.279	422.115	
-0.260862	0.279	422.12	
-0.126223	0.279	422.125	
0.100979	0.279	422.13	
0.0168298	0.279	422.135	
-0.191439	0.279	422.14	
-0.0820452	0.279	422.145	
0.122016	0.279	422.15	
0.0105186	0.279	422.155	
-0.227202	0.279	422.16	
-0.138846	0.279	422.165	
0.0652154	0.279	422.17	
-0.00420744	0.279	422.175	
-0.157779	0.279	422.18	
-0.0420744	0.279	422.185	
0.157779	0.279	422.19	
0.0715266	0.279	422.195	
-0.136742	0.279	422.2	
-0.0799414	0.278	422.205	
0.0631117	0.278	422.21	
-0.037867	0.278	422.215	
-0.227202	0.278	422.22	
-0.0967712	0.278	422.225	
0.0925638	0.278	422.23	
0.0252447	0.278	422.235	
-0.170401	0.278	422.24	
-0.10729	0.278	422.245	
0.0715266	0.278	422.25	
-0.0168298	0.278	422.255	
-0.187231	0.278	422.26	
-0.075734	0.278	422.265	
0.111497	0.278	422.27	
0.0673191	0.278	422.275	
-0.0694228	0.278	422.28	
0.00631117	0.278	422.285	
0.145157	0.278	422.29	
0.0357633	0.278	422.295	
-0.195646	0.278	422.3	
-0.157779	0.277	422.305	
-0.0294521	0.277	422.31	
-0.117808	0.277	422.315	
-0.241928	0.277	422.32	
-0.100979	0.277	422.325	
0.140949	0.277	422.33	
0.0589042	0.277	422.335	
-0.136742	0.277	422.34	
-0.0715266	0.277	422.345	
0.075734	0.277	422.35	
-0.00841489	0.277	422.355	
-0.161987	0.277	422.36	
-0.0525931	0.277	422.365	
0.140949	0.277	422.37	
0.0862526	0.277	422.375	
-0.0862526	0.277	422.38	
-0.0441782	0.277	422.385	
0.0799414	0.277	422.39	
-0.037867	0.277	422.395	
-0.233513	0.277	422.4	
-0.151468	0.276	422.405	
0.0168298	0.276	422.41	
-0.0568005	0.276	422.415	
-0.187231	0.276	422.42	
-0.0504893	0.276	422.425	
0.138846	0.276	422.43	
0.0315558	0.276	422.435	
-0.136742	0.276	422.44	
-0.0525931	0.276	422.445	
0.10729	0.276	422.45	
0.0105186	0.276	422.455	
-0.143053	0.276	422.46	
-0.0652154	0.276	422.465	
0.0883563	0.276	422.47	
-0.00841489	0.276	422.475	
-0.187231	0.276	422.48	
-0.132534	0.276	422.485	
0.0126223	0.276	422.49	
-0.0525931	0.276	422.495	
-0.183024	0.276	422.5	
-0.0883563	0.275	422.505	
0.0736303	0.275	422.51	
-0.0252447	0.275	422.515	
-0.16409	0.275	422.52	
-0.0399707	0.275	422.525	
0.122016	0.275	422.53	
0.00631117	0.275	422.535	
-0.16409	0.275	422.54	
-0.0525931	0.275	422.545	
0.126223	0.275	422.55	
0.00420744	0.275	422.555	
-0.170401	0.275	422.56	
-0.0736303	0.275	422.565	
0.09046	0.275	422.57	
-0.0357633	0.275	422.575	
-0.225098	0.275	422.58	
-0.119912	0.275	422.585	
0.0568005	0.275	422.59	
-0.0273484	0.275	422.595	
-0.161987	0.275	422.6	
-0.0525931	0.274	422.605	
0.0946675	0.274	422.61	
-0.0189335	0.274	422.615	
-0.185128	0.274	422.62	
-0.0441782	0.274	422.625	
0.122016	0.274	422.63	
-0.0231409	0.274	422.635	
-0.193542	0.274	422.64	
-0.0568005	0.274	422.645	
0.115705	0.274	422.65	
-0.00420744	0.274	422.655	
-0.19775	0.274	422.66	
-0.0862526	0.274	422.665	
0.0610079	0.274	422.67	
-0.0610079	0.274	422.675	
-0.225098	0.274	422.68	
-0.09046	0.274	422.685	
0.117808	0.274	422.69	
0.0483856	0.274	422.695	
-0.0988749	0.274	422.7	
-0.0105186	0.273	422.705	
0.115705	0.273	422.71	
-0.0357633	0.273	422.715	
-0.210372	0.273	422.72	
-0.0841489	0.273	422.725	
0.103082	0.273	422.73	
-0.0294521	0.273	422.735	
-0.216683	0.273	422.74	
-0.0946675	0.273	422.745	
0.0546968	0.273	422.75	
-0.0820452	0.273	422.755	
-0.269276	0.273	422.76	
-0.134638	0.273	422.765	
0.0736303	0.273	422.77	
0.00631117	0.273	422.775	
-0.117808	0.273	422.78	
0.0126223	0.273	422.785	
0.172505	0.273	422.79	
0.0589042	0.273	422.795	
-0.111497	0.273	422.8	
-0.0441782	0.272	422.805	
0.0799414	0.272	422.81	
-0.075734	0.272	422.815	
-0.239824	0.272	422.82	
-0.0820452	0.272	422.825	
0.0862526	0.272	422.83	
-0.0525931	0.272	422.835	
-0.252447	0.272	422.84	
-0.128327	0.272	422.845	
0.0546968	0.272	422.85	
-0.0357633	0.272	422.855	
-0.157779	0.272	422.86	
-0.00841489	0.272	422.865	
0.172505	0.272	422.87	
0.0673191	0.272	422.875	
-0.119912	0.272	422.88	
-0.0504893	0.272	422.885	
0.0736303	0.272	422.89	
-0.0441782	0.272	422.895	
-0.19775	0.272	422.9	
-0.0715266	0.271	422.905	
0.0778377	0.271	422.91	
-0.0610079	0.271	422.915	
-0.241928	0.271	422.92	
-0.126223	0.271	422.925	
0.0399707	0.271	422.93	
-0.0841489	0.271	422.935	
-0.225098	0.271	422.94	
-0.0715266	0.271	422.945	
0.132534	0.271	422.95	
0.0336596	0.271	422.955	
-0.12412	0.271	422.96	
-0.0168298	0.271	422.965	
0.132534	0.271	422.97	
-0.00631117	0.271	422.975	
-0.176713	0.271	422.98	
-0.0631117	0.271	422.985	
0.09046	0.271	422.99	
-0.0231409	0.271	422.995	
-0.201957	0.271	423	
-0.0778377	0.27	423.005	
0.075734	0.27	423.01	
-0.0673191	0.27	423.015	
-0.233513	0.27	423.02	
-0.0778377	0.27	423.025	
0.105186	0.27	423.03	
-0.0315558	0.27	423.035	
-0.204061	0.27	423.04	
-0.0652154	0.27	423.045	
0.128327	0.27	423.05	
0.00420744	0.27	423.055	
-0.166194	0.27	423.06	
-0.0357633	0.27	423.065	
0.122016	0.27	423.07	
-0.0147261	0.27	423.075	
-0.235617	0.27	423.08	
-0.136742	0.27	423.085	
0.0525931	0.27	423.09	
-0.0189335	0.27	423.095	
-0.166194	0.27	423.1	
-0.0420744	0.269	423.105	
0.12412	0.269	423.11	
-0.0168298	0.269	423.115	
-0.222995	0.269	423.12	
-0.0799414	0.269	423.125	
0.0820452	0.269	423.13	
-0.0652154	0.269	423.135	
-0.244032	0.269	423.14	
