water2	water2	water2	
Force	Distance	Time	
g	mm	sec	

0.199945	9.206	19.59	
0.181003	9.204	19.595	
0.174689	9.201	19.6	
0.191527	9.199	19.605	
0.187317	9.196	19.61	
0.16627	9.194	19.615	
0.195736	9.191	19.62	
0.204155	9.189	19.625	
0.193631	9.186	19.63	
0.157852	9.184	19.635	
0.124177	9.181	19.64	
0.138909	9.179	19.645	
0.138909	9.176	19.65	
0.147328	9.174	19.655	
0.17048	9.171	19.66	
0.206259	9.169	19.665	
0.220992	9.166	19.67	
0.239934	9.164	19.675	
0.231516	9.161	19.68	
0.23783	9.159	19.685	
0.193631	9.156	19.69	
0.153642	9.154	19.695	
0.147328	9.151	19.7	
0.130491	9.149	19.705	
0.122072	9.146	19.71	
0.1347	9.144	19.715	
0.151538	9.141	19.72	
0.204155	9.139	19.725	
0.220992	9.136	19.73	
0.212573	9.134	19.735	
0.223097	9.131	19.74	
0.208364	9.129	19.745	
0.183108	9.126	19.75	
0.168375	9.124	19.755	
0.141014	9.121	19.76	
0.138909	9.119	19.765	
0.1347	9.116	19.77	
0.128386	9.114	19.775	
0.174689	9.111	19.78	
0.176794	9.109	19.785	
0.172584	9.106	19.79	
0.178898	9.104	19.795	
0.183108	9.101	19.8	
0.189422	9.099	19.805	
0.208364	9.096	19.81	
0.225202	9.094	19.815	
0.265191	9.091	19.82	
0.260981	9.089	19.825	
0.256772	9.086	19.83	
0.23362	9.084	19.835	
0.197841	9.081	19.84	
0.162061	9.079	19.845	
0.128386	9.076	19.85	
0.0989203	9.074	19.855	
0.130491	9.071	19.86	
0.109444	9.069	19.865	
0.130491	9.066	19.87	
0.176794	9.064	19.875	
0.172584	9.061	19.88	
0.218888	9.059	19.885	
0.223097	9.056	19.89	
0.223097	9.054	19.895	
0.227306	9.051	19.9	
0.212573	9.049	19.905	
0.208364	9.046	19.91	
0.20205	9.044	19.915	
0.204155	9.041	19.92	
0.181003	9.039	19.925	
0.183108	9.036	19.93	
0.178898	9.034	19.935	
0.16627	9.031	19.94	
0.119967	9.029	19.945	
0.109444	9.026	19.95	
0.0989203	9.024	19.955	
0.113653	9.021	19.96	
0.124177	9.019	19.965	
0.1347	9.016	19.97	
0.181003	9.014	19.975	
0.225202	9.011	19.98	
0.229411	9.009	19.985	
0.199945	9.006	19.99	
0.195736	9.004	19.995	
0.187317	9.001	20	
0.191527	8.999	20.005	
0.172584	8.996	20.01	
0.16627	8.994	20.015	
0.183108	8.991	20.02	
0.174689	8.989	20.025	
0.168375	8.986	20.03	
0.141014	8.984	20.035	
0.126281	8.981	20.04	
0.122072	8.979	20.045	
0.122072	8.976	20.05	
0.119967	8.974	20.055	
0.157852	8.971	20.06	
0.159956	8.969	20.065	
0.189422	8.966	20.07	
0.208364	8.964	20.075	
0.218888	8.961	20.08	
0.218888	8.959	20.085	
0.208364	8.956	20.09	
0.193631	8.954	20.095	
0.174689	8.951	20.1	
0.149433	8.949	20.105	
0.151538	8.946	20.11	
0.147328	8.944	20.115	
0.136805	8.941	20.12	
0.155747	8.939	20.125	
0.164166	8.936	20.13	
0.164166	8.934	20.135	
0.138909	8.931	20.14	
0.101025	8.929	20.145	
0.119967	8.926	20.15	
0.117863	8.924	20.155	
0.0989203	8.921	20.16	
0.111548	8.919	20.165	
0.141014	8.916	20.17	
0.17048	8.914	20.175	
0.208364	8.911	20.18	
0.20205	8.909	20.185	
0.210469	8.906	20.19	
0.187317	8.904	20.195	
0.164166	8.901	20.2	
0.155747	8.899	20.205	
0.141014	8.896	20.21	
0.128386	8.894	20.215	
0.136805	8.891	20.22	
0.147328	8.889	20.225	
0.159956	8.886	20.23	
0.176794	8.884	20.235	
0.138909	8.881	20.24	
0.136805	8.879	20.245	
0.122072	8.876	20.25	
0.130491	8.874	20.255	
0.147328	8.871	20.26	
0.159956	8.869	20.265	
0.20205	8.866	20.27	
0.218888	8.864	20.275	
0.214678	8.861	20.28	
0.229411	8.859	20.285	
0.218888	8.856	20.29	
0.17048	8.854	20.295	
0.141014	8.851	20.3	
0.117863	8.849	20.305	
0.128386	8.846	20.31	
0.126281	8.844	20.315	
0.136805	8.841	20.32	
0.159956	8.839	20.325	
0.185213	8.836	20.33	
0.174689	8.834	20.335	
0.185213	8.831	20.34	
0.185213	8.829	20.345	
0.191527	8.826	20.35	
0.206259	8.824	20.355	
0.164166	8.821	20.36	
0.176794	8.819	20.365	
0.155747	8.816	20.37	
0.128386	8.814	20.375	
0.157852	8.811	20.38	
0.124177	8.809	20.385	
0.138909	8.806	20.39	
0.1347	8.804	20.395	
0.132595	8.801	20.4	
0.126281	8.799	20.405	
0.141014	8.796	20.41	
0.1347	8.794	20.415	
0.151538	8.791	20.42	
0.164166	8.789	20.425	
0.193631	8.786	20.43	
0.191527	8.784	20.435	
0.197841	8.781	20.44	
0.204155	8.779	20.445	
0.187317	8.776	20.45	
0.136805	8.774	20.455	
0.1347	8.771	20.46	
0.10313	8.769	20.465	
0.0757688	8.766	20.47	
0.0968156	8.764	20.475	
0.115758	8.761	20.48	
0.136805	8.759	20.485	
0.17048	8.756	20.49	
0.178898	8.754	20.495	
0.225202	8.751	20.5	
0.218888	8.749	20.505	
0.223097	8.746	20.51	
0.229411	8.744	20.515	
0.23362	8.741	20.52	
0.239934	8.739	20.525	
0.218888	8.736	20.53	
0.189422	8.734	20.535	
0.174689	8.731	20.54	
0.117863	8.729	20.545	
0.0947109	8.726	20.55	
0.0947109	8.724	20.555	
0.0968156	8.721	20.56	
0.111548	8.719	20.565	
0.132595	8.716	20.57	
0.141014	8.714	20.575	
0.195736	8.711	20.58	
0.187317	8.709	20.585	
0.183108	8.706	20.59	
0.193631	8.704	20.595	
0.185213	8.701	20.6	
0.187317	8.699	20.605	
0.168375	8.696	20.61	
0.183108	8.694	20.615	
0.174689	8.691	20.62	
0.153642	8.689	20.625	
0.141014	8.686	20.63	
0.126281	8.684	20.635	
0.124177	8.681	20.64	
0.136805	8.679	20.645	
0.128386	8.676	20.65	
0.155747	8.674	20.655	
0.193631	8.671	20.66	
0.176794	8.669	20.665	
0.17048	8.666	20.67	
0.172584	8.664	20.675	
0.16627	8.661	20.68	
0.149433	8.659	20.685	
0.141014	8.656	20.69	
0.132595	8.654	20.695	
0.183108	8.651	20.7	
0.16627	8.649	20.705	
0.155747	8.646	20.71	
0.149433	8.644	20.715	
0.143119	8.641	20.72	
0.159956	8.639	20.725	
0.162061	8.636	20.73	
0.151538	8.634	20.735	
0.157852	8.631	20.74	
0.132595	8.629	20.745	
0.138909	8.626	20.75	
0.1347	8.624	20.755	
0.113653	8.621	20.76	
0.107339	8.619	20.765	
0.122072	8.616	20.77	
0.136805	8.614	20.775	
0.155747	8.611	20.78	
0.157852	8.609	20.785	
0.185213	8.606	20.79	
0.199945	8.604	20.795	
0.20205	8.601	20.8	
0.212573	8.599	20.805	
0.204155	8.596	20.81	
0.193631	8.594	20.815	
0.181003	8.591	20.82	
0.132595	8.589	20.825	
0.117863	8.586	20.83	
0.0883969	8.584	20.835	
0.0547219	8.581	20.84	
0.0547219	8.579	20.845	
0.0968156	8.576	20.85	
0.111548	8.574	20.855	
0.138909	8.571	20.86	
0.178898	8.569	20.865	
0.212573	8.566	20.87	
0.23783	8.564	20.875	
0.212573	8.561	20.88	
0.227306	8.559	20.885	
0.208364	8.556	20.89	
0.172584	8.554	20.895	
0.162061	8.551	20.9	
0.147328	8.549	20.905	
0.128386	8.546	20.91	
0.115758	8.544	20.915	
0.113653	8.541	20.92	
0.119967	8.539	20.925	
0.124177	8.536	20.93	
0.0968156	8.534	20.935	
0.113653	8.531	20.94	
0.111548	8.529	20.945	
0.147328	8.526	20.95	
0.16627	8.524	20.955	
0.185213	8.521	20.96	
0.193631	8.519	20.965	
0.183108	8.516	20.97	
0.157852	8.514	20.975	
0.168375	8.511	20.98	
0.159956	8.509	20.985	
0.138909	8.506	20.99	
0.151538	8.504	20.995	
0.168375	8.501	21	
0.195736	8.499	21.005	
0.195736	8.496	21.01	
0.174689	8.494	21.015	
0.185213	8.491	21.02	
0.157852	8.489	21.025	
0.122072	8.486	21.03	
0.113653	8.484	21.035	
0.0778734	8.481	21.04	
0.0841875	8.479	21.045	
0.0799781	8.476	21.05	
0.0652453	8.474	21.055	
0.115758	8.471	21.06	
0.145223	8.469	21.065	
0.153642	8.466	21.07	
0.176794	8.464	21.075	
0.220992	8.461	21.08	
0.225202	8.459	21.085	
0.212573	8.456	21.09	
0.193631	8.454	21.095	
0.208364	8.451	21.1	
0.181003	8.449	21.105	
0.126281	8.446	21.11	
0.128386	8.444	21.115	
0.122072	8.441	21.12	
0.107339	8.439	21.125	
0.0799781	8.436	21.13	
0.101025	8.434	21.135	
0.145223	8.431	21.14	
0.117863	8.429	21.145	
0.128386	8.426	21.15	
0.162061	8.424	21.155	
0.191527	8.421	21.16	
0.227306	8.419	21.165	
0.229411	8.416	21.17	
0.220992	8.414	21.175	
0.218888	8.411	21.18	
0.181003	8.409	21.185	
0.132595	8.406	21.19	
0.105234	8.404	21.195	
0.115758	8.401	21.2	
0.115758	8.399	21.205	
0.122072	8.396	21.21	
0.124177	8.394	21.215	
0.153642	8.391	21.22	
0.136805	8.389	21.225	
0.151538	8.386	21.23	
0.151538	8.384	21.235	
0.162061	8.381	21.24	
0.162061	8.379	21.245	
0.174689	8.376	21.25	
0.197841	8.374	21.255	
0.199945	8.371	21.26	
0.187317	8.369	21.265	
0.181003	8.366	21.27	
0.208364	8.364	21.275	
0.20205	8.361	21.28	
0.176794	8.359	21.285	
0.149433	8.356	21.29	
0.113653	8.354	21.295	
0.119967	8.351	21.3	
0.0883969	8.349	21.305	
0.0841875	8.346	21.31	
0.109444	8.344	21.315	
0.115758	8.341	21.32	
0.136805	8.339	21.325	
0.136805	8.336	21.33	
0.155747	8.334	21.335	
0.149433	8.331	21.34	
0.107339	8.329	21.345	
0.128386	8.326	21.35	
0.147328	8.324	21.355	
0.168375	8.321	21.36	
0.168375	8.319	21.365	
0.195736	8.316	21.37	
0.231516	8.314	21.375	
0.227306	8.311	21.38	
0.185213	8.309	21.385	
0.162061	8.306	21.39	
0.143119	8.304	21.395	
0.117863	8.301	21.4	
0.101025	8.299	21.405	
0.105234	8.296	21.41	
0.10313	8.294	21.415	
0.130491	8.291	21.42	
0.1347	8.289	21.425	
0.143119	8.286	21.43	
0.17048	8.284	21.435	
0.159956	8.281	21.44	
0.164166	8.279	21.445	
0.172584	8.276	21.45	
0.16627	8.274	21.455	
0.174689	8.271	21.46	
0.145223	8.269	21.465	
0.147328	8.266	21.47	
0.162061	8.264	21.475	
0.153642	8.261	21.48	
0.162061	8.259	21.485	
0.162061	8.256	21.49	
0.155747	8.254	21.495	
0.183108	8.251	21.5	
0.159956	8.249	21.505	
0.153642	8.246	21.51	
0.159956	8.244	21.515	
0.143119	8.241	21.52	
0.145223	8.239	21.525	
0.147328	8.236	21.53	
0.155747	8.234	21.535	
0.153642	8.231	21.54	
0.155747	8.229	21.545	
0.159956	8.226	21.55	
0.136805	8.224	21.555	
0.132595	8.221	21.56	
0.141014	8.219	21.565	
0.168375	8.216	21.57	
0.159956	8.214	21.575	
0.168375	8.211	21.58	
0.164166	8.209	21.585	
0.157852	8.206	21.59	
0.130491	8.204	21.595	
0.0968156	8.201	21.6	
0.115758	8.199	21.605	
0.117863	8.196	21.61	
0.109444	8.194	21.615	
0.136805	8.191	21.62	
0.153642	8.189	21.625	
0.16627	8.186	21.63	
0.176794	8.184	21.635	
0.172584	8.181	21.64	
0.199945	8.179	21.645	
0.220992	8.176	21.65	
0.193631	8.174	21.655	
0.195736	8.171	21.66	
0.172584	8.169	21.665	
0.145223	8.166	21.67	
0.105234	8.164	21.675	
0.0610359	8.161	21.68	
0.0883969	8.159	21.685	
0.0841875	8.156	21.69	
0.0862922	8.154	21.695	
0.113653	8.151	21.7	
0.147328	8.149	21.705	
0.159956	8.146	21.71	
0.151538	8.144	21.715	
0.147328	8.141	21.72	
0.185213	8.139	21.725	
0.204155	8.136	21.73	
0.195736	8.134	21.735	
0.195736	8.131	21.74	
0.174689	8.129	21.745	
0.153642	8.126	21.75	
0.153642	8.124	21.755	
0.130491	8.121	21.76	
0.119967	8.119	21.765	
0.124177	8.116	21.77	
0.124177	8.114	21.775	
0.168375	8.111	21.78	
0.147328	8.109	21.785	
0.145223	8.106	21.79	
0.147328	8.104	21.795	
0.147328	8.101	21.8	
0.155747	8.099	21.805	
0.147328	8.096	21.81	
0.162061	8.094	21.815	
0.178898	8.091	21.82	
0.149433	8.089	21.825	
0.138909	8.086	21.83	
0.147328	8.084	21.835	
0.143119	8.081	21.84	
0.136805	8.079	21.845	
0.143119	8.076	21.85	
0.162061	8.074	21.855	
0.189422	8.071	21.86	
0.174689	8.069	21.865	
0.151538	8.066	21.87	
0.147328	8.064	21.875	
0.141014	8.061	21.88	
0.138909	8.059	21.885	
0.143119	8.056	21.89	
0.155747	8.054	21.895	
0.155747	8.051	21.9	
0.136805	8.049	21.905	
0.119967	8.046	21.91	
0.117863	8.044	21.915	
0.117863	8.041	21.92	
0.149433	8.039	21.925	
0.189422	8.036	21.93	
0.195736	8.034	21.935	
0.216783	8.031	21.94	
0.212573	8.029	21.945	
0.193631	8.026	21.95	
0.162061	8.024	21.955	
0.126281	8.021	21.96	
0.107339	8.019	21.965	
0.132595	8.016	21.97	
0.136805	8.014	21.975	
0.138909	8.011	21.98	
0.117863	8.009	21.985	
0.159956	8.006	21.99	
0.176794	8.004	21.995	
0.143119	8.001	22	
0.151538	7.999	22.005	
0.159956	7.996	22.01	
0.17048	7.994	22.015	
0.172584	7.991	22.02	
0.157852	7.989	22.025	
0.143119	7.986	22.03	
0.143119	7.984	22.035	
0.128386	7.981	22.04	
0.145223	7.979	22.045	
0.145223	7.976	22.05	
0.143119	7.974	22.055	
0.147328	7.971	22.06	
0.143119	7.969	22.065	
0.1347	7.966	22.07	
0.136805	7.964	22.075	
0.119967	7.961	22.08	
0.149433	7.959	22.085	
0.17048	7.956	22.09	
0.153642	7.954	22.095	
0.176794	7.951	22.1	
0.189422	7.949	22.105	
0.181003	7.946	22.11	
0.17048	7.944	22.115	
0.1347	7.941	22.12	
0.138909	7.939	22.125	
0.130491	7.936	22.13	
0.128386	7.934	22.135	
0.138909	7.931	22.14	
0.138909	7.929	22.145	
0.151538	7.926	22.15	
0.151538	7.924	22.155	
0.132595	7.921	22.16	
0.111548	7.919	22.165	
0.115758	7.916	22.17	
0.10313	7.914	22.175	
0.130491	7.911	22.18	
0.149433	7.909	22.185	
0.181003	7.906	22.19	
0.220992	7.904	22.195	
0.227306	7.901	22.2	
0.242039	7.899	22.205	
0.204155	7.896	22.21	
0.159956	7.894	22.215	
0.145223	7.891	22.22	
0.126281	7.889	22.225	
0.107339	7.886	22.23	
0.115758	7.884	22.235	
0.0989203	7.881	22.24	
0.128386	7.879	22.245	
0.149433	7.876	22.25	
0.153642	7.874	22.255	
0.147328	7.871	22.26	
0.159956	7.869	22.265	
0.162061	7.866	22.27	
0.162061	7.864	22.275	
0.168375	7.861	22.28	
0.172584	7.859	22.285	
0.17048	7.856	22.29	
0.153642	7.854	22.295	
0.147328	7.851	22.3	
0.119967	7.849	22.305	
0.117863	7.846	22.31	
0.105234	7.844	22.315	
0.0926063	7.841	22.32	
0.0883969	7.839	22.325	
0.0883969	7.836	22.33	
0.0968156	7.834	22.335	
0.124177	7.831	22.34	
0.143119	7.829	22.345	
0.157852	7.826	22.35	
0.183108	7.824	22.355	
0.197841	7.821	22.36	
0.197841	7.819	22.365	
0.185213	7.816	22.37	
0.153642	7.814	22.375	
0.153642	7.811	22.38	
0.113653	7.809	22.385	
0.0968156	7.806	22.39	
0.113653	7.804	22.395	
0.122072	7.801	22.4	
0.130491	7.799	22.405	
0.145223	7.796	22.41	
0.147328	7.794	22.415	
0.153642	7.791	22.42	
0.128386	7.789	22.425	
0.105234	7.786	22.43	
0.105234	7.784	22.435	
0.101025	7.781	22.44	
0.113653	7.779	22.445	
0.130491	7.776	22.45	
0.147328	7.774	22.455	
0.143119	7.771	22.46	
0.145223	7.769	22.465	
0.143119	7.766	22.47	
0.147328	7.764	22.475	
0.149433	7.761	22.48	
0.17048	7.759	22.485	
0.17048	7.756	22.49	
0.189422	7.754	22.495	
0.208364	7.751	22.5	
0.187317	7.749	22.505	
0.159956	7.746	22.51	
0.145223	7.744	22.515	
0.113653	7.741	22.52	
0.115758	7.739	22.525	
0.0715594	7.736	22.53	
0.0778734	7.734	22.535	
0.0947109	7.731	22.54	
0.0926063	7.729	22.545	
0.122072	7.726	22.55	
0.157852	7.724	22.555	
0.20205	7.721	22.56	
0.218888	7.719	22.565	
0.218888	7.716	22.57	
0.218888	7.714	22.575	
0.218888	7.711	22.58	
0.197841	7.709	22.585	
0.1347	7.706	22.59	
0.113653	7.704	22.595	
0.107339	7.701	22.6	
0.0799781	7.699	22.605	
0.0820828	7.696	22.61	
0.0610359	7.694	22.615	
0.117863	7.691	22.62	
0.115758	7.689	22.625	
0.136805	7.686	22.63	
0.181003	7.684	22.635	
0.193631	7.681	22.64	
0.223097	7.679	22.645	
0.225202	7.676	22.65	
0.231516	7.674	22.655	
0.23362	7.671	22.66	
0.172584	7.669	22.665	
0.153642	7.666	22.67	
0.122072	7.664	22.675	
0.0883969	7.661	22.68	
0.06735	7.659	22.685	
0.0547219	7.656	22.69	
0.0736641	7.654	22.695	
0.109444	7.651	22.7	
0.130491	7.649	22.705	
0.141014	7.646	22.71	
0.183108	7.644	22.715	
0.197841	7.641	22.72	
0.195736	7.639	22.725	
0.195736	7.636	22.73	
0.20205	7.634	22.735	
0.206259	7.631	22.74	
0.164166	7.629	22.745	
0.145223	7.626	22.75	
0.138909	7.624	22.755	
0.109444	7.621	22.76	
0.0841875	7.619	22.765	
0.0715594	7.616	22.77	
0.0905016	7.614	22.775	
0.149433	7.611	22.78	
0.145223	7.609	22.785	
0.164166	7.606	22.79	
0.195736	7.604	22.795	
0.181003	7.601	22.8	
0.162061	7.599	22.805	
0.151538	7.596	22.81	
0.136805	7.594	22.815	
0.117863	7.591	22.82	
0.101025	7.589	22.825	
0.105234	7.586	22.83	
0.122072	7.584	22.835	
0.132595	7.581	22.84	
0.132595	7.579	22.845	
0.149433	7.576	22.85	
0.17048	7.574	22.855	
0.178898	7.571	22.86	
0.191527	7.569	22.865	
0.197841	7.566	22.87	
0.208364	7.564	22.875	
0.197841	7.561	22.88	
0.187317	7.559	22.885	
0.147328	7.556	22.89	
0.107339	7.554	22.895	
0.111548	7.551	22.9	
0.0862922	7.549	22.905	
0.0715594	7.546	22.91	
0.0841875	7.544	22.915	
0.0820828	7.541	22.92	
0.111548	7.539	22.925	
0.124177	7.536	22.93	
0.128386	7.534	22.935	
0.164166	7.531	22.94	
0.174689	7.529	22.945	
0.164166	7.526	22.95	
0.17048	7.524	22.955	
0.162061	7.521	22.96	
0.157852	7.519	22.965	
0.1347	7.516	22.97	
0.111548	7.514	22.975	
0.119967	7.511	22.98	
0.126281	7.509	22.985	
0.105234	7.506	22.99	
0.105234	7.504	22.995	
0.124177	7.501	23	
0.153642	7.499	23.005	
0.147328	7.496	23.01	
0.149433	7.494	23.015	
0.164166	7.491	23.02	
0.159956	7.489	23.025	
0.143119	7.486	23.03	
0.111548	7.484	23.035	
0.0926063	7.481	23.04	
0.0883969	7.479	23.045	
0.0820828	7.476	23.05	
0.0694547	7.474	23.055	
0.0989203	7.471	23.06	
0.117863	7.469	23.065	
0.128386	7.466	23.07	
0.168375	7.464	23.075	
0.193631	7.461	23.08	
0.206259	7.459	23.085	
0.197841	7.456	23.09	
0.191527	7.454	23.095	
0.189422	7.451	23.1	
0.149433	7.449	23.105	
0.111548	7.446	23.11	
0.105234	7.444	23.115	
0.0905016	7.441	23.12	
0.0799781	7.439	23.125	
0.06735	7.436	23.13	
0.0778734	7.434	23.135	
0.0968156	7.431	23.14	
0.0947109	7.429	23.145	
0.117863	7.426	23.15	
0.151538	7.424	23.155	
0.172584	7.421	23.16	
0.20205	7.419	23.165	
0.235725	7.416	23.17	
0.23783	7.414	23.175	
0.223097	7.411	23.18	
0.178898	7.409	23.185	
0.145223	7.406	23.19	
0.111548	7.404	23.195	
0.0736641	7.401	23.2	
0.0505125	7.399	23.205	
0.0378844	7.396	23.21	
0.0589313	7.394	23.215	
0.0862922	7.391	23.22	
0.0989203	7.389	23.225	
0.128386	7.386	23.23	
0.157852	7.384	23.235	
0.172584	7.381	23.24	
0.193631	7.379	23.245	
0.212573	7.376	23.25	
0.191527	7.374	23.255	
0.199945	7.371	23.26	
0.172584	7.369	23.265	
0.132595	7.366	23.27	
0.130491	7.364	23.275	
0.107339	7.361	23.28	
0.0841875	7.359	23.285	
0.113653	7.356	23.29	
0.107339	7.354	23.295	
0.107339	7.351	23.3	
0.107339	7.349	23.305	
0.128386	7.346	23.31	
0.147328	7.344	23.315	
0.138909	7.341	23.32	
0.155747	7.339	23.325	
0.174689	7.336	23.33	
0.172584	7.334	23.335	
0.174689	7.331	23.34	
0.157852	7.329	23.345	
0.130491	7.326	23.35	
0.115758	7.324	23.355	
0.0905016	7.321	23.36	
0.0715594	7.319	23.365	
0.0862922	7.316	23.37	
0.105234	7.314	23.375	
0.147328	7.311	23.38	
0.157852	7.309	23.385	
0.162061	7.306	23.39	
0.212573	7.304	23.395	
0.191527	7.301	23.4	
0.187317	7.299	23.405	
0.176794	7.296	23.41	
0.155747	7.294	23.415	
0.111548	7.291	23.42	
0.111548	7.289	23.425	
0.105234	7.286	23.43	
0.105234	7.284	23.435	
0.0820828	7.281	23.44	
0.0989203	7.279	23.445	
0.109444	7.276	23.45	
0.119967	7.274	23.455	
0.155747	7.271	23.46	
0.181003	7.269	23.465	
0.176794	7.266	23.47	
0.193631	7.264	23.475	
0.193631	7.261	23.48	
0.176794	7.259	23.485	
0.149433	7.256	23.49	
0.124177	7.254	23.495	
0.132595	7.251	23.5	
0.101025	7.249	23.505	
0.0989203	7.246	23.51	
0.117863	7.244	23.515	
0.130491	7.241	23.52	
0.1347	7.239	23.525	
0.155747	7.236	23.53	
0.1347	7.234	23.535	
0.149433	7.231	23.54	
0.141014	7.229	23.545	
0.132595	7.226	23.55	
0.149433	7.224	23.555	
0.126281	7.221	23.56	
0.132595	7.219	23.565	
0.119967	7.216	23.57	
0.113653	7.214	23.575	
0.113653	7.211	23.58	
0.0947109	7.209	23.585	
0.0947109	7.206	23.59	
0.143119	7.204	23.595	
0.168375	7.201	23.6	
0.199945	7.199	23.605	
0.208364	7.196	23.61	
0.189422	7.194	23.615	
0.193631	7.191	23.62	
0.145223	7.189	23.625	
0.119967	7.186	23.63	
0.0926063	7.184	23.635	
0.0715594	7.181	23.64	
0.0947109	7.179	23.645	
0.10313	7.176	23.65	
0.107339	7.174	23.655	
0.111548	7.171	23.66	
0.132595	7.169	23.665	
0.145223	7.166	23.67	
0.159956	7.164	23.675	
0.155747	7.161	23.68	
0.17048	7.159	23.685	
0.153642	7.156	23.69	
0.143119	7.154	23.695	
0.132595	7.151	23.7	
0.119967	7.149	23.705	
0.119967	7.146	23.71	
0.0947109	7.144	23.715	
0.0841875	7.141	23.72	
0.107339	7.139	23.725	
0.115758	7.136	23.73	
0.113653	7.134	23.735	
0.1347	7.131	23.74	
0.128386	7.129	23.745	
0.145223	7.126	23.75	
0.138909	7.124	23.755	
0.162061	7.121	23.76	
0.168375	7.119	23.765	
0.172584	7.116	23.77	
0.149433	7.114	23.775	
0.162061	7.111	23.78	
0.1347	7.109	23.785	
0.113653	7.106	23.79	
0.06735	7.104	23.795	
0.0547219	7.101	23.8	
0.0631406	7.099	23.805	
0.0862922	7.096	23.81	
0.0652453	7.094	23.815	
0.111548	7.091	23.82	
0.132595	7.089	23.825	
0.176794	7.086	23.83	
0.199945	7.084	23.835	
0.199945	7.081	23.84	
0.206259	7.079	23.845	
0.193631	7.076	23.85	
0.174689	7.074	23.855	
0.168375	7.071	23.86	
0.147328	7.069	23.865	
0.107339	7.066	23.87	
0.107339	7.064	23.875	
0.10313	7.061	23.88	
0.0989203	7.059	23.885	
0.0757688	7.056	23.89	
0.0905016	7.054	23.895	
0.101025	7.051	23.9	
0.0926063	7.049	23.905	
0.0989203	7.046	23.91	
0.141014	7.044	23.915	
0.162061	7.041	23.92	
0.17048	7.039	23.925	
0.174689	7.036	23.93	
0.178898	7.034	23.935	
0.20205	7.031	23.94	
0.168375	7.029	23.945	
0.122072	7.026	23.95	
0.143119	7.024	23.955	
0.130491	7.021	23.96	
0.113653	7.019	23.965	
0.107339	7.016	23.97	
0.113653	7.014	23.975	
0.111548	7.011	23.98	
0.122072	7.009	23.985	
0.109444	7.006	23.99	
0.130491	7.004	23.995	
0.138909	7.001	24	
0.136805	6.999	24.005	
0.138909	6.996	24.01	
0.151538	6.994	24.015	
0.172584	6.991	24.02	
0.168375	6.989	24.025	
0.136805	6.986	24.03	
0.16627	6.984	24.035	
0.143119	6.981	24.04	
0.138909	6.979	24.045	
0.115758	6.976	24.05	
0.113653	6.974	24.055	
0.141014	6.971	24.06	
0.132595	6.969	24.065	
0.138909	6.966	24.07	
0.174689	6.964	24.075	
0.159956	6.961	24.08	
0.164166	6.959	24.085	
0.164166	6.956	24.09	
0.157852	6.954	24.095	
0.138909	6.951	24.1	
0.111548	6.949	24.105	
0.0989203	6.946	24.11	
0.105234	6.944	24.115	
0.0715594	6.941	24.12	
0.0715594	6.939	24.125	
0.105234	6.936	24.13	
0.141014	6.934	24.135	
0.159956	6.931	24.14	
0.159956	6.929	24.145	
0.168375	6.926	24.15	
0.189422	6.924	24.155	
0.153642	6.921	24.16	
0.162061	6.919	24.165	
0.128386	6.916	24.17	
0.124177	6.914	24.175	
0.143119	6.911	24.18	
0.119967	6.909	24.185	
0.109444	6.906	24.19	
0.124177	6.904	24.195	
0.109444	6.901	24.2	
0.122072	6.899	24.205	
0.132595	6.896	24.21	
0.1347	6.894	24.215	
0.155747	6.891	24.22	
0.138909	6.889	24.225	
0.132595	6.886	24.23	
0.145223	6.884	24.235	
0.132595	6.881	24.24	
0.168375	6.879	24.245	
0.162061	6.876	24.25	
0.149433	6.874	24.255	
0.151538	6.871	24.26	
0.132595	6.869	24.265	
0.124177	6.866	24.27	
0.109444	6.864	24.275	
0.0841875	6.861	24.28	
0.0926063	6.859	24.285	
0.115758	6.856	24.29	
0.107339	6.854	24.295	
0.111548	6.851	24.3	
0.0883969	6.849	24.305	
0.101025	6.846	24.31	
0.111548	6.844	24.315	
0.109444	6.841	24.32	
0.130491	6.839	24.325	
0.153642	6.836	24.33	
0.162061	6.834	24.335	
0.185213	6.831	24.34	
0.183108	6.829	24.345	
0.159956	6.826	24.35	
0.138909	6.824	24.355	
0.124177	6.821	24.36	
0.117863	6.819	24.365	
0.113653	6.816	24.37	
0.0652453	6.814	24.375	
0.0778734	6.811	24.38	
0.0926063	6.809	24.385	
0.0757688	6.806	24.39	
0.0820828	6.804	24.395	
0.0905016	6.801	24.4	
0.138909	6.799	24.405	
0.147328	6.796	24.41	
0.124177	6.794	24.415	
0.159956	6.791	24.42	
0.16627	6.789	24.425	
0.149433	6.786	24.43	
0.157852	6.784	24.435	
0.155747	6.781	24.44	
0.183108	6.779	24.445	
0.183108	6.776	24.45	
0.17048	6.774	24.455	
0.159956	6.771	24.46	
0.145223	6.769	24.465	
0.0883969	6.766	24.47	
0.0820828	6.764	24.475	
0.0631406	6.761	24.48	
0.0968156	6.759	24.485	
0.105234	6.756	24.49	
0.0799781	6.754	24.495	
0.136805	6.751	24.5	
0.151538	6.749	24.505	
0.155747	6.746	24.51	
0.141014	6.744	24.515	
0.151538	6.741	24.52	
0.178898	6.739	24.525	
0.187317	6.736	24.53	
0.191527	6.734	24.535	
0.193631	6.731	24.54	
