gelC_I_3mm11	gelC_I_3mm11	gelC_I_3mm11	
Force	Distance	Time	
g	mm	sec	

3.80774	1.019	398.18	
3.96341	1.019	398.185	
4.12961	1.019	398.19	
4.02232	1.019	398.195	
3.90661	1.019	398.2	
4.06439	1.018	398.205	
4.16537	1.018	398.21	
3.93396	1.018	398.215	
3.76566	1.018	398.22	
3.93606	1.018	398.225	
4.10857	1.018	398.23	
4.00759	1.018	398.235	
3.9592	1.018	398.24	
4.16116	1.018	398.245	
4.30422	1.018	398.25	
4.10226	1.018	398.255	
3.8982	1.018	398.26	
3.9592	1.018	398.265	
4.05177	1.018	398.27	
3.91923	1.018	398.275	
3.83298	1.018	398.28	
4.03073	1.018	398.285	
4.23479	1.018	398.29	
4.10436	1.018	398.295	
3.94027	1.018	398.3	
4.02232	1.017	398.305	
4.09595	1.017	398.31	
3.90451	1.017	398.315	
3.79722	1.017	398.32	
3.99497	1.017	398.325	
4.19903	1.017	398.33	
4.10015	1.017	398.335	
3.96972	1.017	398.34	
4.09174	1.017	398.345	
4.19272	1.017	398.35	
4.00759	1.017	398.355	
3.81826	1.017	398.36	
3.92975	1.017	398.365	
4.06439	1.017	398.37	
3.98655	1.017	398.375	
3.955	1.017	398.38	
4.09805	1.017	398.385	
4.2369	1.017	398.39	
4.10015	1.017	398.395	
3.94238	1.017	398.4	
3.99497	1.016	398.405	
4.05177	1.016	398.41	
3.92344	1.016	398.415	
3.83298	1.016	398.42	
4.00549	1.016	398.425	
4.14013	1.016	398.43	
4.03494	1.016	398.435	
3.91923	1.016	398.44	
4.01601	1.016	398.445	
4.09595	1.016	398.45	
3.96131	1.016	398.455	
3.87295	1.016	398.46	
4.0139	1.016	398.465	
4.1801	1.016	398.47	
4.09174	1.016	398.475	
3.97393	1.016	398.48	
4.07281	1.016	398.485	
4.13171	1.016	398.49	
3.97183	1.016	398.495	
3.85192	1.016	398.5	
3.94658	1.015	398.505	
4.06649	1.015	398.51	
3.98235	1.015	398.515	
3.92975	1.015	398.52	
4.0707	1.015	398.525	
4.14644	1.015	398.53	
3.97183	1.015	398.535	
3.83088	1.015	398.54	
3.93606	1.015	398.545	
4.06649	1.015	398.55	
3.98024	1.015	398.555	
3.96131	1.015	398.56	
4.13171	1.015	398.565	
4.2369	1.015	398.57	
4.07701	1.015	398.575	
3.91292	1.015	398.58	
3.94027	1.015	398.585	
3.98445	1.015	398.59	
3.88137	1.015	398.595	
3.85192	1.015	398.6	
4.02652	1.014	398.605	
4.16116	1.014	398.61	
4.04756	1.014	398.615	
3.93396	1.014	398.62	
4.05387	1.014	398.625	
4.09595	1.014	398.63	
3.8982	1.014	398.635	
3.81826	1.014	398.64	
3.96972	1.014	398.645	
4.11909	1.014	398.65	
4.04546	1.014	398.655	
4.02021	1.014	398.66	
4.15485	1.014	398.665	
4.17589	1.014	398.67	
3.99918	1.014	398.675	
3.85402	1.014	398.68	
3.94448	1.014	398.685	
4.02863	1.014	398.69	
3.93817	1.014	398.695	
3.90872	1.014	398.7	
4.07912	1.013	398.705	
4.14644	1.013	398.71	
3.95079	1.013	398.715	
3.81826	1.013	398.72	
4.00759	1.013	398.725	
4.09805	1.013	398.73	
3.97183	1.013	398.735	
3.92555	1.013	398.74	
4.11488	1.013	398.745	
4.22427	1.013	398.75	
4.07491	1.013	398.755	
3.93606	1.013	398.76	
4.02232	1.013	398.765	
4.07912	1.013	398.77	
3.90451	1.013	398.775	
3.8414	1.013	398.78	
4.02442	1.013	398.785	
4.15064	1.013	398.79	
4.03494	1.013	398.795	
3.97603	1.013	398.8	
4.0707	1.012	398.805	
4.10436	1.012	398.81	
3.88557	1.012	398.815	
3.75935	1.012	398.82	
3.99707	1.012	398.825	
4.16958	1.012	398.83	
4.05808	1.012	398.835	
3.9571	1.012	398.84	
4.1233	1.012	398.845	
4.21376	1.012	398.85	
3.99076	1.012	398.855	
3.82246	1.012	398.86	
3.92555	1.012	398.865	
4.03494	1.012	398.87	
3.97183	1.012	398.875	
3.93396	1.012	398.88	
4.09805	1.012	398.885	
4.21165	1.012	398.89	
4.06649	1.012	398.895	
3.91923	1.012	398.9	
3.97814	1.011	398.905	
3.99707	1.011	398.91	
3.83719	1.011	398.915	
3.79091	1.011	398.92	
4.02232	1.011	398.925	
4.17168	1.011	398.93	
4.0686	1.011	398.935	
3.9571	1.011	398.94	
4.06229	1.011	398.945	
4.10015	1.011	398.95	
3.9003	1.011	398.955	
3.7867	1.011	398.96	
3.96341	1.011	398.965	
4.10226	1.011	398.97	
4.02652	1.011	398.975	
3.99707	1.011	398.98	
4.1254	1.011	398.985	
4.16958	1.011	398.99	
3.96972	1.011	398.995	
3.8435	1.011	399	
3.93606	1.01	399.005	
3.98655	1.01	399.01	
3.83298	1.01	399.015	
3.81405	1.01	399.02	
4.07281	1.01	399.025	
4.20324	1.01	399.03	
4.03494	1.01	399.035	
3.93396	1.01	399.04	
4.0686	1.01	399.045	
4.11278	1.01	399.05	
3.93396	1.01	399.055	
3.81615	1.01	399.06	
3.98024	1.01	399.065	
4.1275	1.01	399.07	
4.00759	1.01	399.075	
3.92134	1.01	399.08	
4.06649	1.01	399.085	
4.14854	1.01	399.09	
3.9592	1.01	399.095	
3.83929	1.01	399.1	
3.97603	1.009	399.105	
4.07701	1.009	399.11	
3.92555	1.009	399.115	
3.88137	1.009	399.12	
4.08332	1.009	399.125	
4.19061	1.009	399.13	
4.0118	1.009	399.135	
3.85402	1.009	399.14	
3.97393	1.009	399.145	
4.08332	1.009	399.15	
3.94658	1.009	399.155	
3.87295	1.009	399.16	
4.04756	1.009	399.165	
4.16958	1.009	399.17	
4.0139	1.009	399.175	
3.89399	1.009	399.18	
3.99076	1.009	399.185	
4.07281	1.009	399.19	
3.91713	1.009	399.195	
3.85402	1.009	399.2	
4.02021	1.008	399.205	
4.14644	1.008	399.21	
3.99497	1.008	399.215	
3.90661	1.008	399.22	
4.06229	1.008	399.225	
4.1254	1.008	399.23	
3.94869	1.008	399.235	
3.80563	1.008	399.24	
3.955	1.008	399.245	
4.10015	1.008	399.25	
3.98235	1.008	399.255	
3.90451	1.008	399.26	
4.09595	1.008	399.265	
4.19272	1.008	399.27	
4.0139	1.008	399.275	
3.87716	1.008	399.28	
3.97393	1.008	399.285	
4.0707	1.008	399.29	
3.95079	1.008	399.295	
3.85823	1.008	399.3	
4.0139	1.007	399.305	
4.1254	1.007	399.31	
3.95079	1.007	399.315	
3.80353	1.007	399.32	
3.97183	1.007	399.325	
4.09384	1.007	399.33	
3.98866	1.007	399.335	
3.87085	1.007	399.34	
4.03494	1.007	399.345	
4.16747	1.007	399.35	
4.03704	1.007	399.355	
3.92134	1.007	399.36	
4.01811	1.007	399.365	
4.1233	1.007	399.37	
3.96131	1.007	399.375	
3.83719	1.007	399.38	
3.94869	1.007	399.385	
4.06018	1.007	399.39	
3.95079	1.007	399.395	
3.85192	1.007	399.4	
3.98655	1.006	399.405	
4.08122	1.006	399.41	
3.93817	1.006	399.415	
3.82877	1.006	399.42	
3.98866	1.006	399.425	
4.13171	1.006	399.43	
3.99076	1.006	399.435	
3.8982	1.006	399.44	
4.03284	1.006	399.445	
4.15064	1.006	399.45	
4.03284	1.006	399.455	
3.87926	1.006	399.46	
3.99286	1.006	399.465	
4.07491	1.006	399.47	
3.955	1.006	399.475	
3.84981	1.006	399.48	
3.9571	1.006	399.485	
4.07491	1.006	399.49	
3.96762	1.006	399.495	
3.88978	1.006	399.5	
3.99918	1.005	399.505	
4.08964	1.005	399.51	
3.9571	1.005	399.515	
3.85192	1.005	399.52	
4.03073	1.005	399.525	
4.15275	1.005	399.53	
4.00759	1.005	399.535	
3.87926	1.005	399.54	
3.99286	1.005	399.545	
4.08753	1.005	399.55	
3.94027	1.005	399.555	
3.8414	1.005	399.56	
4.00338	1.005	399.565	
4.11909	1.005	399.57	
4.00759	1.005	399.575	
3.93817	1.005	399.58	
4.04546	1.005	399.585	
4.10226	1.005	399.59	
3.94238	1.005	399.595	
3.83719	1.005	399.6	
3.95079	1.004	399.605	
4.05177	1.004	399.61	
3.91713	1.004	399.615	
3.8456	1.004	399.62	
4.02442	1.004	399.625	
4.14013	1.004	399.63	
3.99076	1.004	399.635	
3.85192	1.004	399.64	
3.97393	1.004	399.645	
4.06439	1.004	399.65	
3.93186	1.004	399.655	
3.86243	1.004	399.66	
4.01811	1.004	399.665	
4.1275	1.004	399.67	
4.00759	1.004	399.675	
3.93817	1.004	399.68	
4.06229	1.004	399.685	
4.10436	1.004	399.69	
3.96552	1.004	399.695	
3.87926	1.004	399.7	
3.98655	1.003	399.705	
4.0686	1.003	399.71	
3.92555	1.003	399.715	
3.83088	1.003	399.72	
4.0139	1.003	399.725	
4.08964	1.003	399.73	
3.95079	1.003	399.735	
3.88347	1.003	399.74	
4.0139	1.003	399.745	
4.11698	1.003	399.75	
3.98235	1.003	399.755	
3.88768	1.003	399.76	
4.02232	1.003	399.765	
4.08543	1.003	399.77	
3.96762	1.003	399.775	
3.9003	1.003	399.78	
4.01601	1.003	399.785	
4.09805	1.003	399.79	
3.97603	1.003	399.795	
3.89189	1.003	399.8	
4.0118	1.002	399.805	
4.0686	1.002	399.81	
3.9024	1.002	399.815	
3.83719	1.002	399.82	
4.01601	1.002	399.825	
4.10226	1.002	399.83	
3.95289	1.002	399.835	
3.88137	1.002	399.84	
4.03704	1.002	399.845	
4.1233	1.002	399.85	
3.96341	1.002	399.855	
3.87926	1.002	399.86	
4.00128	1.002	399.865	
4.08753	1.002	399.87	
3.97183	1.002	399.875	
3.89189	1.002	399.88	
4.02021	1.002	399.885	
4.11488	1.002	399.89	
3.98235	1.002	399.895	
3.87716	1.002	399.9	
3.98024	1.001	399.905	
4.03073	1.001	399.91	
3.89189	1.001	399.915	
3.82036	1.001	399.92	
4.01811	1.001	399.925	
4.11488	1.001	399.93	
3.95289	1.001	399.935	
3.86243	1.001	399.94	
4.01601	1.001	399.945	
4.13381	1.001	399.95	
3.99497	1.001	399.955	
3.87926	1.001	399.96	
4.05387	1.001	399.965	
4.11488	1.001	399.97	
3.94448	1.001	399.975	
3.85402	1.001	399.98	
3.9571	1.001	399.985	
4.06018	1.001	399.99	
3.94238	1.001	399.995	
3.87085	1.001	400	
4.00549	1	400.005	
4.05598	1	400.01	
3.87085	1	400.015	
3.79722	1	400.02	
3.98655	1	400.025	
4.11488	1	400.03	
3.98024	1	400.035	
3.88137	1	400.04	
4.03704	1	400.045	
4.14223	1	400.05	
3.95289	1	400.055	
3.83929	1	400.06	
3.97814	1	400.065	
4.07491	1	400.07	
3.94238	1	400.075	
3.83088	1	400.08	
3.97393	1	400.085	
4.08753	1	400.09	
3.95079	1	400.095	
3.85612	1	400.1	
3.98445	0.999	400.105	
4.06018	0.999	400.11	
3.86664	0.999	400.115	
3.74673	0.999	400.12	
3.94448	0.999	400.125	
4.09805	0.999	400.13	
3.95289	0.999	400.135	
3.84771	0.999	400.14	
4.00969	0.999	400.145	
4.13381	0.999	400.15	
3.94869	0.999	400.155	
3.83298	0.999	400.16	
3.96762	0.999	400.165	
4.07912	0.999	400.17	
3.94658	0.999	400.175	
3.83298	0.999	400.18	
3.98655	0.999	400.185	
4.09595	0.999	400.19	
3.9592	0.999	400.195	
3.85192	0.999	400.2	
3.97393	0.998	400.205	
4.06018	0.998	400.21	
3.88557	0.998	400.215	
3.77408	0.998	400.22	
3.94869	0.998	400.225	
4.09595	0.998	400.23	
3.94658	0.998	400.235	
3.83929	0.998	400.24	
4.0118	0.998	400.245	
4.14854	0.998	400.25	
3.99918	0.998	400.255	
3.88978	0.998	400.26	
4.03494	0.998	400.265	
4.13802	0.998	400.27	
3.98235	0.998	400.275	
3.85402	0.998	400.28	
3.98866	0.998	400.285	
4.08753	0.998	400.29	
3.94869	0.998	400.295	
3.82877	0.998	400.3	
3.93817	0.997	400.305	
4.0118	0.997	400.31	
3.87295	0.997	400.315	
3.79091	0.997	400.32	
3.98445	0.997	400.325	
4.12961	0.997	400.33	
3.99918	0.997	400.335	
3.89399	0.997	400.34	
4.00969	0.997	400.345	
4.09174	0.997	400.35	
3.94027	0.997	400.355	
3.81826	0.997	400.36	
3.96972	0.997	400.365	
4.07912	0.997	400.37	
3.9592	0.997	400.375	
3.86454	0.997	400.38	
3.98445	0.997	400.385	
4.08543	0.997	400.39	
3.94658	0.997	400.395	
3.8414	0.997	400.4	
3.9592	0.996	400.405	
4.02652	0.996	400.41	
3.89609	0.996	400.415	
3.82246	0.996	400.42	
4.00128	0.996	400.425	
4.1275	0.996	400.43	
3.99497	0.996	400.435	
3.88347	0.996	400.44	
3.98866	0.996	400.445	
4.04966	0.996	400.45	
3.91713	0.996	400.455	
3.8414	0.996	400.46	
3.98866	0.996	400.465	
4.12119	0.996	400.47	
4.00549	0.996	400.475	
3.9024	0.996	400.48	
3.99707	0.996	400.485	
4.05387	0.996	400.49	
3.92134	0.996	400.495	
3.80984	0.996	400.5	
3.92975	0.995	400.505	
4.04125	0.995	400.51	
3.94448	0.995	400.515	
3.88557	0.995	400.52	
4.02863	0.995	400.525	
4.13592	0.995	400.53	
3.97393	0.995	400.535	
3.85823	0.995	400.54	
3.96972	0.995	400.545	
4.04125	0.995	400.55	
3.95289	0.995	400.555	
3.89399	0.995	400.56	
4.03704	0.995	400.565	
4.11909	0.995	400.57	
3.99918	0.995	400.575	
3.88347	0.995	400.58	
3.95079	0.995	400.585	
3.96762	0.995	400.59	
3.83088	0.995	400.595	
3.76146	0.995	400.6	
3.90451	0.994	400.605	
4.04335	0.994	400.61	
3.96762	0.994	400.615	
3.93606	0.994	400.62	
4.0686	0.994	400.625	
4.11909	0.994	400.63	
3.92134	0.994	400.635	
3.80143	0.994	400.64	
3.92975	0.994	400.645	
4.04125	0.994	400.65	
3.94658	0.994	400.655	
3.91292	0.994	400.66	
4.04125	0.994	400.665	
4.07701	0.994	400.67	
3.91292	0.994	400.675	
3.79932	0.994	400.68	
3.8982	0.994	400.685	
3.97393	0.994	400.69	
3.89189	0.994	400.695	
3.88978	0.994	400.7	
4.04125	0.993	400.705	
4.11278	0.993	400.71	
3.92134	0.993	400.715	
3.81405	0.993	400.72	
3.955	0.993	400.725	
4.01811	0.993	400.73	
3.84771	0.993	400.735	
3.82036	0.993	400.74	
4.02652	0.993	400.745	
4.14013	0.993	400.75	
4.00128	0.993	400.755	
3.88978	0.993	400.76	
3.97393	0.993	400.765	
3.99286	0.993	400.77	
3.82877	0.993	400.775	
3.78249	0.993	400.78	
3.9592	0.993	400.785	
4.09174	0.993	400.79	
4.0118	0.993	400.795	
3.96131	0.993	400.8	
4.0686	0.992	400.805	
4.05808	0.992	400.81	
3.81405	0.992	400.815	
3.70465	0.992	400.82	
3.88557	0.992	400.825	
4.02863	0.992	400.83	
3.92134	0.992	400.835	
3.8982	0.992	400.84	
4.09805	0.992	400.845	
4.16327	0.992	400.85	
3.94658	0.992	400.855	
3.80143	0.992	400.86	
3.88768	0.992	400.865	
3.95289	0.992	400.87	
3.82667	0.992	400.875	
3.7888	0.992	400.88	
4.02863	0.992	400.885	
4.14644	0.992	400.89	
4.01601	0.992	400.895	
3.92134	0.992	400.9	
4.01811	0.991	400.905	
4.00759	0.991	400.91	
3.78249	0.991	400.915	
3.70886	0.991	400.92	
3.93186	0.991	400.925	
4.04966	0.991	400.93	
3.94027	0.991	400.935	
3.92134	0.991	400.94	
4.09805	0.991	400.945	
4.13802	0.991	400.95	
3.89609	0.991	400.955	
3.76566	0.991	400.96	
3.91292	0.991	400.965	
3.99707	0.991	400.97	
3.87085	0.991	400.975	
3.83088	0.991	400.98	
4.02232	0.991	400.985	
4.12119	0.991	400.99	
3.94658	0.991	400.995	
3.8456	0.991	401	
3.9592	0.99	401.005	
3.98655	0.99	401.01	
3.80353	0.99	401.015	
3.76356	0.99	401.02	
4.0118	0.99	401.025	
4.1254	0.99	401.03	
3.94658	0.99	401.035	
3.83088	0.99	401.04	
4.02232	0.99	401.045	
4.09805	0.99	401.05	
3.87716	0.99	401.055	
3.76777	0.99	401.06	
3.955	0.99	401.065	
4.06649	0.99	401.07	
3.88768	0.99	401.075	
3.80984	0.99	401.08	
3.99286	0.99	401.085	
4.08753	0.99	401.09	
3.91923	0.99	401.095	
3.79722	0.99	401.1	
3.9571	0.989	401.105	
4.03915	0.989	401.11	
3.84981	0.989	401.115	
3.77618	0.989	401.12	
4.0118	0.989	401.125	
4.14433	0.989	401.13	
3.96762	0.989	401.135	
3.81826	0.989	401.14	
3.97393	0.989	401.145	
4.08753	0.989	401.15	
3.90872	0.989	401.155	
3.78249	0.989	401.16	
3.955	0.989	401.165	
4.0686	0.989	401.17	
3.92765	0.989	401.175	
3.81194	0.989	401.18	
3.93186	0.989	401.185	
4.04756	0.989	401.19	
3.89609	0.989	401.195	
3.78039	0.989	401.2	
3.94869	0.988	401.205	
4.06229	0.988	401.21	
3.89399	0.988	401.215	
3.7888	0.988	401.22	
3.99286	0.988	401.225	
4.1254	0.988	401.23	
3.96972	0.988	401.235	
3.81826	0.988	401.24	
3.9571	0.988	401.245	
4.09384	0.988	401.25	
3.94448	0.988	401.255	
3.81194	0.988	401.26	
3.96762	0.988	401.265	
4.06649	0.988	401.27	
3.91503	0.988	401.275	
3.77408	0.988	401.28	
3.89189	0.988	401.285	
4.0118	0.988	401.29	
3.93186	0.988	401.295	
3.83509	0.988	401.3	
3.99286	0.987	401.305	
4.1275	0.987	401.31	
3.955	0.987	401.315	
3.82036	0.987	401.32	
3.96341	0.987	401.325	
4.07701	0.987	401.33	
3.90661	0.987	401.335	
3.76777	0.987	401.34	
3.93396	0.987	401.345	
4.07912	0.987	401.35	
3.94869	0.987	401.355	
3.82877	0.987	401.36	
3.93606	0.987	401.365	
4.05387	0.987	401.37	
3.92765	0.987	401.375	
3.77408	0.987	401.38	
3.89399	0.987	401.385	
4.04546	0.987	401.39	
3.955	0.987	401.395	
3.8435	0.987	401.4	
3.93186	0.986	401.405	
4.03284	0.986	401.41	
3.87506	0.986	401.415	
3.75725	0.986	401.42	
3.91503	0.986	401.425	
4.08122	0.986	401.43	
3.97393	0.986	401.435	
3.8435	0.986	401.44	
3.96341	0.986	401.445	
4.11278	0.986	401.45	
3.95079	0.986	401.455	
3.79932	0.986	401.46	
3.9024	0.986	401.465	
4.00969	0.986	401.47	
3.90661	0.986	401.475	
3.79091	0.986	401.48	
3.92765	0.986	401.485	
4.08332	0.986	401.49	
3.99918	0.986	401.495	
3.88137	0.986	401.5	
3.95079	0.985	401.505	
4.0118	0.985	401.51	
3.86454	0.985	401.515	
3.7299	0.985	401.52	
3.9003	0.985	401.525	
4.05177	0.985	401.53	
3.98024	0.985	401.535	
3.90661	0.985	401.54	
4.02021	0.985	401.545	
4.08753	0.985	401.55	
3.91292	0.985	401.555	
3.77408	0.985	401.56	
3.85402	0.985	401.565	
3.98235	0.985	401.57	
3.88347	0.985	401.575	
3.83509	0.985	401.58	
3.99076	0.985	401.585	
4.10647	0.985	401.59	
3.98024	0.985	401.595	
3.83719	0.985	401.6	
3.90661	0.984	401.605	
3.96341	0.984	401.61	
3.8435	0.984	401.615	
3.76987	0.984	401.62	
3.9592	0.984	401.625	
4.13171	0.984	401.63	
4.00969	0.984	401.635	
3.89189	0.984	401.64	
3.97393	0.984	401.645	
4.00338	0.984	401.65	
3.8435	0.984	401.655	
3.72148	0.984	401.66	
3.87295	0.984	401.665	
4.02863	0.984	401.67	
3.98866	0.984	401.675	
3.91923	0.984	401.68	
4.0118	0.984	401.685	
4.05598	0.984	401.69	
3.8982	0.984	401.695	
3.75935	0.984	401.7	
3.85823	0.983	401.705	
3.98866	0.983	401.71	
3.88978	0.983	401.715	
3.84981	0.983	401.72	
3.99076	0.983	401.725	
4.08122	0.983	401.73	
3.93817	0.983	401.735	
3.82457	0.983	401.74	
3.89399	0.983	401.745	
3.98866	0.983	401.75	
3.87506	0.983	401.755	
3.82457	0.983	401.76	
3.96131	0.983	401.765	
4.04756	0.983	401.77	
3.94658	0.983	401.775	
3.86033	0.983	401.78	
3.92555	0.983	401.785	
3.96762	0.983	401.79	
3.85612	0.983	401.795	
3.80353	0.983	401.8	
3.94238	0.982	401.805	
4.02021	0.982	401.81	
3.89189	0.982	401.815	
3.81826	0.982	401.82	
3.955	0.982	401.825	
4.01601	0.982	401.83	
3.86033	0.982	401.835	
3.78249	0.982	401.84	
3.94869	0.982	401.845	
4.05808	0.982	401.85	
3.94869	0.982	401.855	
3.87926	0.982	401.86	
3.99076	0.982	401.865	
4.03704	0.982	401.87	
3.89189	0.982	401.875	
3.78249	0.982	401.88	
3.88557	0.982	401.885	
3.97183	0.982	401.89	
3.87716	0.982	401.895	
3.84771	0.982	401.9	
4.00759	0.981	401.905	
4.08964	0.981	401.91	
3.92555	0.981	401.915	
3.82667	0.981	401.92	
3.9571	0.981	401.925	
3.99918	0.981	401.93	
3.83719	0.981	401.935	
3.77408	0.981	401.94	
3.96131	0.981	401.945	
4.06018	0.981	401.95	
3.92765	0.981	401.955	
3.85192	0.981	401.96	
3.96972	0.981	401.965	
3.99707	0.981	401.97	
3.80984	0.981	401.975	
3.7299	0.981	401.98	
3.86664	0.981	401.985	
3.99497	0.981	401.99	
3.93817	0.981	401.995	
3.91923	0.981	402	
4.08122	0.98	402.005	
4.10647	0.98	402.01	
3.84771	0.98	402.015	
3.72148	0.98	402.02	
3.86454	0.98	402.025	
3.94658	0.98	402.03	
3.81826	0.98	402.035	
3.76987	0.98	402.04	
4.00759	0.98	402.045	
4.09595	0.98	402.05	
3.90451	0.98	402.055	
3.7867	0.98	402.06	
3.9003	0.98	402.065	
3.98235	0.98	402.07	
3.80774	0.98	402.075	
3.76356	0.98	402.08	
3.97814	0.98	402.085	
4.11488	0.98	402.09	
3.99497	0.98	402.095	
3.89189	0.98	402.1	
4.00128	0.979	402.105	
4.03284	0.979	402.11	
3.76987	0.979	402.115	
3.63523	0.979	402.12	
3.86874	0.979	402.125	
4.02021	0.979	402.13	
3.87926	0.979	402.135	
3.82667	0.979	402.14	
4.04125	0.979	402.145	
4.15906	0.979	402.15	
3.94448	0.979	402.155	
3.78249	0.979	402.16	
3.91082	0.979	402.165	
4.00759	0.979	402.17	
3.85402	0.979	402.175	
3.77408	0.979	402.18	
4.00549	0.979	402.185	
4.13171	0.979	402.19	
3.96341	0.979	402.195	
3.83509	0.979	402.2	
3.93606	0.978	402.205	
3.97603	0.978	402.21	
3.75304	0.978	402.215	
3.6752	0.978	402.22	
3.92134	0.978	402.225	
4.10647	0.978	402.23	
3.9571	0.978	402.235	
3.85192	0.978	402.24	
4.0118	0.978	402.245	
4.10436	0.978	402.25	
3.85402	0.978	402.255	
3.69624	0.978	402.26	
3.87716	0.978	402.265	
4.01601	0.978	402.27	
3.87506	0.978	402.275	
3.80774	0.978	402.28	
4.01811	0.978	402.285	
4.13802	0.978	402.29	
3.92975	0.978	402.295	
3.732	0.978	402.3	
3.8435	0.977	402.305	
3.9592	0.977	402.31	
3.7888	0.977	402.315	
3.69624	0.977	402.32	
3.94448	0.977	402.325	
4.16747	0.977	402.33	
3.99076	0.977	402.335	
3.79301	0.977	402.34	
3.89189	0.977	402.345	
3.97814	0.977	402.35	
3.80563	0.977	402.355	
3.68782	0.977	402.36	
3.92134	0.977	402.365	
4.13802	0.977	402.37	
4.0139	0.977	402.375	
3.86243	0.977	402.38	
3.97183	0.977	402.385	
4.03915	0.977	402.39	
3.8456	0.977	402.395	
3.65837	0.977	402.4	
3.7888	0.976	402.405	
3.98866	0.976	402.41	
3.89189	0.976	402.415	
3.79301	0.976	402.42	
3.97814	0.976	402.425	
4.11278	0.976	402.43	
3.92975	0.976	402.435	
3.76356	0.976	402.44	
3.86874	0.976	402.445	
4.00969	0.976	402.45	
3.88978	0.976	402.455	
3.77197	0.976	402.46	
3.91503	0.976	402.465	
4.06229	0.976	402.47	
3.96131	0.976	402.475	
3.7888	0.976	402.48	
3.88557	0.976	402.485	
4.00338	0.976	402.49	
3.87085	0.976	402.495	
3.75094	0.976	402.5	
3.88137	0.975	402.505	
4.02442	0.975	402.51	
3.8982	0.975	402.515	
3.77197	0.975	402.52	
3.92765	0.975	402.525	
4.04756	0.975	402.53	
3.91713	0.975	402.535	
3.74673	0.975	402.54	
3.8982	0.975	402.545	
4.03915	0.975	402.55	
3.91503	0.975	402.555	
3.77197	0.975	402.56	
3.86243	0.975	402.565	
4.00759	0.975	402.57	
3.91503	0.975	402.575	
3.80143	0.975	402.58	
3.9024	0.975	402.585	
4.04966	0.975	402.59	
3.955	0.975	402.595	
3.82457	0.975	402.6	
3.92344	0.974	402.605	
4.02021	0.974	402.61	
3.87085	0.974	402.615	
3.71728	0.974	402.62	
3.85612	0.974	402.625	
4.00128	0.974	402.63	
3.8982	0.974	402.635	
3.76566	0.974	402.64	
3.87716	0.974	402.645	
4.03284	0.974	402.65	
3.92975	0.974	402.655	
3.81194	0.974	402.66	
3.88347	0.974	402.665	
3.98866	0.974	402.67	
3.89189	0.974	402.675	
3.77408	0.974	402.68	
3.87085	0.974	402.685	
4.00969	0.974	402.69	
3.92134	0.974	402.695	
3.81826	0.974	402.7	
3.90872	0.973	402.705	
3.96552	0.973	402.71	
3.80984	0.973	402.715	
3.67941	0.973	402.72	
3.83719	0.973	402.725	
3.99497	0.973	402.73	
3.92975	0.973	402.735	
3.81405	0.973	402.74	
3.93817	0.973	402.745	
4.06018	0.973	402.75	
3.93186	0.973	402.755	
3.7867	0.973	402.76	
3.85823	0.973	402.765	
3.96762	0.973	402.77	
3.88557	0.973	402.775	
3.80563	0.973	402.78	
3.91292	0.973	402.785	
4.03494	0.973	402.79	
3.93817	0.973	402.795	
3.85402	0.973	402.8	
3.88557	0.972	402.805	
3.92134	0.972	402.81	
3.77618	0.972	402.815	
3.69414	0.972	402.82	
3.86033	0.972	402.825	
4.0118	0.972	402.83	
3.92134	0.972	402.835	
3.8414	0.972	402.84	
3.94869	0.972	402.845	
4.00338	0.972	402.85	
3.85823	0.972	402.855	
3.77197	0.972	402.86	
3.91503	0.972	402.865	
4.01601	0.972	402.87	
3.94027	0.972	402.875	
3.86454	0.972	402.88	
3.96762	0.972	402.885	
3.99918	0.972	402.89	
3.86664	0.972	402.895	
3.77408	0.972	402.9	
3.85823	0.971	402.905	
3.9003	0.971	402.91	
3.77618	0.971	402.915	
3.732	0.971	402.92	
3.93396	0.971	402.925	
4.02863	0.971	402.93	
3.88557	0.971	402.935	
3.80984	0.971	402.94	
3.93817	0.971	402.945	
3.99707	0.971	402.95	
3.85612	0.971	402.955	
3.79722	0.971	402.96	
3.9571	0.971	402.965	
4.03704	0.971	402.97	
3.89399	0.971	402.975	
3.79722	0.971	402.98	
3.90872	0.971	402.985	
3.92555	0.971	402.99	
3.76777	0.971	402.995	
3.70045	0.971	403	
3.86454	0.97	403.005	
3.96131	0.97	403.01	
3.8435	0.97	403.015	
3.83719	0.97	403.02	
3.99497	0.97	403.025	
4.03915	0.97	403.03	
3.81405	0.97	403.035	
3.732	0.97	403.04	
3.87506	0.97	403.045	
3.955	0.97	403.05	
3.83088	0.97	403.055	
3.80353	0.97	403.06	
3.98866	0.97	403.065	
4.05177	0.97	403.07	
3.85823	0.97	403.075	
3.73621	0.97	403.08	
3.84771	0.97	403.085	
3.88978	0.97	403.09	
3.76356	0.97	403.095	
3.76146	0.97	403.1	
3.95079	0.969	403.105	
4.03704	0.969	403.11	
3.86454	0.969	403.115	
3.77408	0.969	403.12	
3.93817	0.969	403.125	
3.98445	0.969	403.13	
3.76987	0.969	403.135	
3.68572	0.969	403.14	
3.88768	0.969	403.145	
4.02232	0.969	403.15	
3.88978	0.969	403.155	
3.82246	0.969	403.16	
3.98024	0.969	403.165	
4.04756	0.969	403.17	
3.83509	0.969	403.175	
